ProteinId.t1,Name,SC16a,CcL,CcD,PFAM annotation,GO annotation (terminal nodes only),KEGG annotation,SignalP/SmallSecretedProteins,Transcription factors,Transmembrane domains,MEROPS proteases,Manual annotations,Secondary metabolism,SC16a -> CcL: Up/Down,SC16a -> CcL: q value,"SC16a -> CcL: : q-value <= 0.05, fold change >= 2, and >= 1 sample with >= 4 expression value?",SC16a -> CcD: Up/Down,SC16a -> CcD: q value,"SC16a -> CcD: : q-value <= 0.05, fold change >= 2, and >= 1 sample with >= 4 expression value?",CcL -> CcD: Up/Down,CcL -> CcD: q value,"CcL -> CcD: : q-value <= 0.05, fold change >= 2, and >= 1 sample with >= 4 expression value?"
Ophio5|3978.t1,,36.7074,23.9849,23.7816,,,,,,,,,,Down,0.0738736,No,Down,0.0704126,No,Down,0.979232,No
Ophio5|3979.t1,,100.669,44.9862,50.9191,PF00009.22|GTP_EFTU;PF14492.1|EFG_II,GO:0005525|GTP binding;GO:0003924|GTPase activity,,,,,,,,Down,0.000285532,Yes,Down,0.00243641,No,Up,0.632109,No
Ophio5|398.t1,,58.3973,42.7232,38.6868,PF07717.11|OB_NTP_bind;PF04408.18|HA2;PF00271.26|Helicase_C;PF00270.24|DEAD,GO:0003676|nucleic acid binding;GO:0004386|helicase activity;GO:0005524|ATP binding,,,,,,,,Down,0.174132,No,Down,0.0708828,No,Down,0.717887,No
Ophio5|3980.t1,,332.665,204.114,158.85,PF08507.5|COPI_assoc,,,,,4,,,,Down,0.0305877,No,Down,0.00164691,Yes,Down,0.338183,No
Ophio5|3981.t1,,11197.6,3033.09,77.18,,,,,,,,,,Down,0.0425312,Yes,Down,0.000285532,Yes,Down,0.000285532,Yes
Ophio5|3982.t1,,87.519,51.3611,32.1594,PF00270.24|DEAD;PF00271.26|Helicase_C;PF13959.1|DUF4217,GO:0003676|nucleic acid binding;GO:0004386|helicase activity;GO:0005524|ATP binding,,,,,,,,Down,0.0284021,No,Down,0.000285532,Yes,Down,0.060523,No
Ophio5|3983.t1,,284.23,101.528,93.957,PF13041.1|PPR_2;PF13812.1|PPR_3;PF13812.1|PPR_3;PF01535.15|PPR;PF01535.15|PPR;PF01535.15|PPR;PF12854.2|PPR_1,,,,,,,,,Down,0.000770107,Yes,Down,0.000285532,Yes,Down,0.811058,No
Ophio5|3984.t1,,38.1612,53.6747,49.3514,PF00288.21|GHMP_kinases_N;PF08544.8|GHMP_kinases_C,GO:0005524|ATP binding,,SignalP: has predicted secretion signal,,,,,,Up,0.154608,No,Up,0.287388,No,Down,0.760111,No
Ophio5|3985.t1,,2.97735,4.99373,7.68816,,,,,,,,,,Up,0.550441,No,Up,0.229303,No,Up,0.552802,No
Ophio5|3986.t1,,73.4763,57.634,71.0147,PF00171.17|Aldedh;PF05893.9|LuxC,GO:0016491|oxidoreductase activity;GO:0055114|oxidation-reduction process;GO:0008152|metabolic process;GO:0008218|bioluminescence;GO:0003995|acyl-CoA dehydrogenase activity,,,,,,,,Down,0.316105,No,Down,0.904556,No,Up,0.396959,No
Ophio5|3987.t1,,35.713,54.1052,61.9563,,,,,,,,,,Up,0.0942006,No,Up,0.0217123,No,Up,0.602111,No
Ophio5|3988.t1,,67.3921,115.523,91.1542,PF04981.8|NMD3,,,,,,,,,Up,0.0200104,No,Up,0.194989,No,Down,0.329704,No
Ophio5|3989.t1,,32.495,27.7268,33.0776,,,,,,,,,,Down,0.617475,No,Up,0.957529,No,Up,0.550813,No
Ophio5|399.t1,,153.621,99.1932,88.6154,PF04433.12|SWIRM;PF00249.26|Myb_DNA-binding;PF13921.1|Myb_DNA-bind_6,GO:0005515|protein binding;GO:0003682|chromatin binding,,,,,,,,Down,0.0723773,No,Down,0.021856,No,Down,0.684659,No
Ophio5|3990.t1,,69.2211,21.3591,38.1752,PF00135.23|COesterase;PF07859.8|Abhydrolase_3,GO:0016787|hydrolase activity;GO:0008152|metabolic process,,SignalP: has predicted secretion signal,,,S09X,,,Down,0.000285532,Yes,Down,0.00666187,No,Up,0.0184011,No
Ophio5|3991.t1,,51.1506,25.4675,34.7985,PF12735.2|Trs65,,,,,,,,,Down,0.00121735,Yes,Down,0.0924466,No,Up,0.199732,No
Ophio5|3992.t1,,82.5454,62.1914,96.2136,PF01846.14|FF;PF01846.14|FF;PF01846.14|FF;PF00397.21|WW;PF00397.21|WW,GO:0005515|protein binding,,,,,,,,Down,0.238479,No,Up,0.554581,No,Up,0.0628855,No
Ophio5|3993.t1,,110.796,200.908,275.826,PF00005.22|ABC_tran;PF00005.22|ABC_tran;PF04068.10|RLI;PF00037.22|Fer4,GO:0016887|ATPase activity;GO:0005524|ATP binding;GO:0051536|iron-sulfur cluster binding,,,,,,,,Up,0.0193681,No,Up,0.000535012,Yes,Up,0.27263,No
Ophio5|3994.t1,,29.5698,22.7227,24.6491,PF00176.18|SNF2_N;PF00385.19|Chromo;PF00385.19|Chromo;PF00271.26|Helicase_C;PF13907.1|DUF4208,GO:0003676|nucleic acid binding;GO:0004386|helicase activity;GO:0005524|ATP binding;GO:0003677|DNA binding,,,,,,,,Down,0.273449,No,Down,0.469552,No,Up,0.76836,No
Ophio5|3995.t1,,111.051,126.098,169.868,PF00459.20|Inositol_P,GO:0046854|phosphatidylinositol phosphorylation,,,,,,,,Up,0.620507,No,Up,0.0639263,No,Up,0.209536,No
Ophio5|3996.t1,,33.1479,52.5144,35.0772,PF00004.24|AAA;PF00004.24|AAA;PF09262.6|PEX-1N;PF13191.1|AAA_16;PF05729.7|NACHT,GO:0007031|peroxisome organization;GO:0005524|ATP binding;GO:0005777|peroxisome,,,,,,,,Up,0.0425312,No,Up,0.842625,No,Down,0.0837887,No
Ophio5|3997.t1,,8.32346,73.3668,31.9481,PF00493.18|MCM;PF14551.1|MCM_N;PF01078.16|Mg_chelatase;PF07728.9|AAA_5,GO:0016887|ATPase activity;GO:0016851|magnesium chelatase activity;GO:0006260|DNA replication;GO:0005524|ATP binding;GO:0015995|chlorophyll biosynthetic process;GO:0015979|photosynthesis;GO:0003677|DNA binding,,,,,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Down,0.00223648,Yes
Ophio5|3998.t1,,3.84756,2.19588,1.51136,,,,,,,,,,Down,0.53979,No,Down,0.316282,No,Down,0.738469,No
Ophio5|3999.t1,,93.3154,35.8399,25.7904,,,,,,,,,,Down,0.00204693,Yes,Down,0.000285532,Yes,Down,0.343007,No
Ophio5|4.t1,,14.0009,16.1291,7.4052,PF03061.17|4HBT,,,,,,,,,Up,0.690358,No,Down,0.0529187,No,Down,0.0152667,Yes
Ophio5|40.t1,,64.9521,51.3619,89.9893,PF15341.1|SLX9,"GO:0030686|90S preribosome;GO:0030688|preribosome, small subunit precursor;GO:0005730|nucleolus;GO:0000462|maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",,,,,,,,Down,0.403379,No,Up,0.199732,No,Up,0.0279477,No
Ophio5|400.t1,,2.84516,143.423,185.116,PF01375.12|Enterotoxin_a,GO:0005576|extracellular region;GO:0009405|pathogenesis;GO:0003824|catalytic activity,,SignalP: has predicted secretion signal,,,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Up,0.375104,No
Ophio5|4000.t1,,72.2197,21.3868,39.7831,PF00899.16|ThiF,GO:0003824|catalytic activity,,,,,,,,Down,0.000285532,Yes,Down,0.00446104,No,Up,0.00533195,No
Ophio5|4001.t1,,0.391283,0.0664932,0.474668,PF00856.23|SET,GO:0005515|protein binding,,SignalP: has predicted secretion signal,,,,,,Down,1,No,Up,1,No,Up,1,No
Ophio5|4002.t1,,2.51999,0.952736,0,,,,SignalP: has predicted secretion signal; SSP: small secreted protein,,,,,,Down,0.489974,No,Down,0.021856,No,Down,1,No
Ophio5|4003.t1,,48.5943,65.6222,83.8595,,,,,,,,,,Up,0.218968,No,Up,0.0170221,No,Up,0.302028,No
Ophio5|4004.t1,,69.3481,65.9946,87.3076,PF03194.10|LUC7,GO:0006376|mRNA splice site selection;GO:0005685|U1 snRNP;GO:0003729|mRNA binding,,,,,,,,Down,0.867724,No,Up,0.346246,No,Up,0.257258,No
Ophio5|4005.t1,,102.456,94.2757,105.523,PF04113.9|Gpi16,GO:0042765|GPI-anchor transamidase complex;GO:0016255|attachment of GPI anchor to protein,,SignalP: has predicted secretion signal,,1,,,,Down,0.766339,No,Up,0.920507,No,Up,0.680297,No
Ophio5|4006.t1,,0.0174945,1.12095,0.233484,PF00501.23|AMP-binding;PF00109.21|ketoacyl-synt;PF08659.5|KR;PF00698.16|Acyl_transf_1;PF00106.20|adh_short;PF07993.7|NAD_binding_4;PF02801.17|Ketoacyl-synt_C;PF00550.20|PP-binding;PF00550.20|PP-binding;PF13193.1|AMP-binding_C;PF01370.16|Epimerase;PF00108.18|Thiolase_N,"GO:0016491|oxidoreductase activity;GO:0003824|catalytic activity;GO:0008152|metabolic process;GO:0050662|coenzyme binding;GO:0044237|cellular metabolic process;GO:0016747|transferase activity, transferring acyl groups other than amino-acyl groups",,,,,,,Part of secondary metabolism cluster 13;Secondary metabolism. Type: PKS-NRPS hybrid,Up,1,No,Up,1,No,Down,1,No
Ophio5|4007.t1,,0.30257,0.0998335,0.112909,,,,,,,,,,Down,1,No,Down,1,No,Up,1,No
Ophio5|4008.t1,,0.0200871,0.103127,0.125512,,,,SignalP: has predicted secretion signal,,,,,,Up,1,No,Up,1,No,Up,1,No
Ophio5|4009.t1,,21.2865,23.5801,30.1306,PF12331.3|DUF3636,,,,,,,,,Up,0.696526,No,Up,0.128245,No,Up,0.294323,No
Ophio5|401.t1,,1.62345,80.3529,98.7656,,,,,,,,,,Up,0.379544,No,Up,0.379544,No,Up,0.647055,No
Ophio5|4010.t1,,63.7709,90.6299,70.78,PF01148.15|CTP_transf_1,"GO:0016772|transferase activity, transferring phosphorus-containing groups;GO:0016020|membrane",,,,7,,,,Up,0.121729,No,Up,0.69412,No,Down,0.304325,No
Ophio5|4011.t1,,11.0313,76.0456,26.3431,PF09444.5|MRC1,,,,,,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Down,0.000535012,Yes
Ophio5|4012.t1,,510.053,112.5,116.837,PF07994.7|NAD_binding_5;PF01658.12|Inos-1-P_synth,GO:0004512|inositol-3-phosphate synthase activity;GO:0008654|phospholipid biosynthetic process;GO:0006021|inositol biosynthetic process,,,,,,,,Down,0.000285532,Yes,Down,0.000285532,Yes,Up,0.901304,No
Ophio5|4013.t1,,22.8713,58.4989,48.0466,PF00412.17|LIM;PF00412.17|LIM,GO:0008270|zinc ion binding,,,,,,,,Up,0.000535012,Yes,Up,0.000997454,Yes,Down,0.464683,No
Ophio5|4014.t1,,59.7848,50.674,67.6288,PF08389.7|Xpo1,,,,,,,,,Down,0.50745,No,Up,0.653248,No,Up,0.232979,No
Ophio5|4015.t1,,81.4097,104.092,75.6634,PF01812.15|5-FTHF_cyc-lig,GO:0030272|5-formyltetrahydrofolate cyclo-ligase activity;GO:0009396|folic acid-containing compound biosynthetic process;GO:0005524|ATP binding,,,,,,,,Up,0.325319,No,Down,0.787956,No,Down,0.189485,No
Ophio5|4016.t1,,41.3589,33.3982,28.706,PF03169.10|OPT,GO:0055085|transmembrane transport,,,,16,,,,Down,0.378372,No,Down,0.110377,No,Down,0.554004,No
Ophio5|4017.t1,,86.9937,103.623,111.702,PF01851.17|PC_rep;PF01851.17|PC_rep,,,,,,,,,Up,0.530262,No,Up,0.342573,No,Up,0.811753,No
Ophio5|4018.t1,,55.6367,73.1438,95.56,PF01163.17|RIO1;PF09202.6|Rio2_N,GO:0005524|ATP binding;GO:0004674|protein serine/threonine kinase activity;GO:0006468|protein phosphorylation;GO:0003824|catalytic activity,,,,,,,,Up,0.239518,No,Up,0.0172994,No,Up,0.260575,No
Ophio5|4019.t1,,1.39007,15.0807,3.92721,PF00076.17|RRM_1;PF00076.17|RRM_1;PF14259.1|RRM_6;PF14259.1|RRM_6,GO:0003676|nucleic acid binding,,,,,,,,Up,0.000285532,Yes,Up,0.00481026,No,Down,0.000285532,Yes
Ophio5|402.t1,,2.6234,115.8,127.218,,,,,,4,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Up,0.732727,No
Ophio5|4020.t1,,84.0008,512.904,237.861,PF00667.15|FAD_binding_1;PF00258.20|Flavodoxin_1;PF00175.16|NAD_binding_1,GO:0016491|oxidoreductase activity;GO:0010181|FMN binding;GO:0055114|oxidation-reduction process,,,,1,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Down,0.011207,Yes
Ophio5|4021.t1,,56.7703,119.664,93.04,PF04707.9|PRELI,,,,,,,,,Up,0.00204693,Yes,Up,0.0514896,No,Down,0.316765,No
Ophio5|4022.t1,,125.147,204.733,255.678,PF00557.19|Peptidase_M24,,,,,,M24A;M24X,,,Up,0.050395,No,Up,0.00164691,Yes,Up,0.423582,No
Ophio5|4023.t1,,60.7875,34.304,44.0565,PF13238.1|AAA_18;PF13207.1|AAA_17;PF00485.13|PRK,GO:0016301|kinase activity;GO:0008152|metabolic process;GO:0005524|ATP binding,,,,,,,,Down,0.0383006,No,Down,0.248517,No,Up,0.411486,No
Ophio5|4024.t1,,63.3618,38.0177,64.8273,PF13911.1|AhpC-TSA_2;PF00578.16|AhpC-TSA,GO:0016209|antioxidant activity;GO:0016491|oxidoreductase activity;GO:0055114|oxidation-reduction process,,,,,,,,Down,0.0465496,No,Up,0.94021,No,Up,0.0389703,No
Ophio5|4025.t1,,67.0512,45.5426,53.3139,,,,,,,,,,Down,0.231094,No,Down,0.490014,No,Up,0.668023,No
Ophio5|4026.t1,,46.0635,60.1897,88.5534,,,,,,,,,,Up,0.256797,No,Up,0.00143681,No,Up,0.0869244,No
Ophio5|4027.t1,,14.8021,7.63827,7.0379,PF00144.19|Beta-lactamase;PF11954.3|DUF3471,,,SignalP: has predicted secretion signal,,,S12,,,Down,0.0189472,No,Down,0.0110562,Yes,Down,0.825268,No
Ophio5|4028.t1,,2.46291,1.94892,1.28795,,,,,,,,,,Down,0.690023,No,Down,0.281081,No,Down,0.503993,No
Ophio5|4029.t1,,0.334196,1.38685,0.274101,PF13402.1|M60-like,,,SignalP: has predicted secretion signal,,,,,,Up,1,No,Down,1,No,Down,1,No
Ophio5|403.t1,,14.4459,81.3009,113.657,,,,,,6,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Up,0.155946,No
Ophio5|4030.t1,,0.330055,0.263423,0.231692,PF00170.16|bZIP_1;PF07716.10|bZIP_2,"GO:0006355|regulation of transcription, DNA-templated;GO:0043565|sequence-specific DNA binding;GO:0003700|sequence-specific DNA binding transcription factor activity",,,bZIP,,,,,Down,1,No,Down,1,No,Down,1,No
Ophio5|4031.t1,,31.6143,76.1667,67.5766,PF04098.10|Rad52_Rad22,GO:0006281|DNA repair;GO:0006310|DNA recombination,,,,,,,,Up,0.000285532,Yes,Up,0.000535012,Yes,Down,0.658968,No
Ophio5|4032.t1,,64.2304,92.2415,63.6515,PF08559.5|Cut8_C;PF14483.1|Cut8_M,GO:0005634|nucleus;GO:0031144|proteasome localization;GO:0071630|nucleus-associated proteasomal ubiquitin-dependent protein catabolic process,,,,,,,,Up,0.12061,No,Down,0.976418,No,Down,0.106625,No
Ophio5|4033.t1,,33.3326,68.9718,71.7989,PF14259.1|RRM_6;PF14259.1|RRM_6;PF00076.17|RRM_1;PF00076.17|RRM_1,GO:0003676|nucleic acid binding,,,,,,,,Up,0.00223648,Yes,Up,0.00143681,Yes,Up,0.891427,No
Ophio5|4034.t1,,1.04101,0.890683,2.89705,,,,,,,,,,Down,1,No,Up,0.0444319,No,Up,0.0271038,No
Ophio5|4035.t1,,91.1821,71.4127,79.7228,,,,,,,,,,Down,0.320404,No,Down,0.610324,No,Up,0.688394,No
Ophio5|4036.t1,,25.2238,22.4374,24.445,,,,,,11,,,,Down,0.702848,No,Down,0.920233,No,Up,0.778904,No
Ophio5|4037.t1,,124.109,101.854,93.1609,PF04061.9|ORMDL,GO:0016021|integral component of membrane,,,,2,,,,Down,0.438505,No,Down,0.256748,No,Down,0.764775,No
Ophio5|4038.t1,,3.63939,0.53145,1.02667,,,,SignalP: has predicted secretion signal,,1,,,,Down,0.000770107,No,Down,0.00446104,No,Up,1,No
Ophio5|4039.t1,,374.306,101.231,128.335,PF01596.12|Methyltransf_3;PF13578.1|Methyltransf_24;PF13847.1|Methyltransf_31;PF01135.14|PCMT;PF12847.2|Methyltransf_18,GO:0004719|protein-L-isoaspartate (D-aspartate) O-methyltransferase activity;GO:0006464|cellular protein modification process;GO:0008171|O-methyltransferase activity,,,,,,,,Down,0.000285532,Yes,Down,0.000285532,Yes,Up,0.330875,No
Ophio5|404.t1,,15.6441,46.2494,30.8263,PF00657.17|Lipase_GDSL,"GO:0006629|lipid metabolic process;GO:0016788|hydrolase activity, acting on ester bonds",,SignalP: has predicted secretion signal,,,,,,Up,0.000285532,Yes,Up,0.0167501,No,Down,0.11956,No
Ophio5|4040.t1,,2255.41,324.375,153.358,PF06687.7|SUR7,,,,,4,,,,Down,0.000285532,Yes,Down,0.000285532,Yes,Down,0.0281737,Yes
Ophio5|4041.t1,,75.0133,88.0677,81.2856,PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40;PF12937.2|F-box-like;PF00646.28|F-box,GO:0005515|protein binding,,,,,,,,Up,0.517924,No,Up,0.766339,No,Down,0.771432,No
Ophio5|4042.t1,,215.381,436.223,129.844,PF00676.15|E1_dh,"GO:0008152|metabolic process;GO:0016624|oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor",,,,,,,,Up,0.00858494,Yes,Down,0.031298,No,Down,0.000285532,Yes
Ophio5|4043.t1,,111.201,142.772,148.866,PF01068.16|DNA_ligase_A_M;PF01068.16|DNA_ligase_A_M;PF04675.9|DNA_ligase_A_N;PF04679.10|DNA_ligase_A_C,GO:0006281|DNA repair;GO:0005524|ATP binding;GO:0006310|DNA recombination;GO:0003677|DNA binding;GO:0003910|DNA ligase (ATP) activity,,,,,,,,Up,0.418072,No,Up,0.285736,No,Up,0.912013,No
Ophio5|4044.t1,,21.6153,31.1562,31.5591,PF00654.15|Voltage_CLC,GO:0006821|chloride transport;GO:0055085|transmembrane transport;GO:0016020|membrane;GO:0005247|voltage-gated chloride channel activity,,,,11,,,,Up,0.119377,No,Up,0.0999616,No,Up,0.965696,No
Ophio5|4045.t1,,38.4309,60.9662,41.6905,PF05536.6|Neurochondrin,,,,,,,,,Up,0.0361042,No,Up,0.75749,No,Down,0.0902499,No
Ophio5|4046.t1,,41.8991,58.972,38.6385,,,,,,,,,,Up,0.258249,No,Down,0.820055,No,Down,0.152302,No
Ophio5|4047.t1,,30.2677,5.33888,6.18851,,,,,,,,,,Down,0.0049881,Yes,Down,0.0136942,Yes,Up,0.845529,No
Ophio5|4048.t1,,181.457,212.964,170.267,PF00071.17|Ras;PF08477.8|Miro;PF00025.16|Arf,GO:0007264|small GTPase mediated signal transduction;GO:0005525|GTP binding;GO:0005622|intracellular,,,,,,,,Up,0.535766,No,Down,0.811807,No,Down,0.346532,No
Ophio5|4049.t1,,19.2582,35.3365,24.9828,PF00491.16|Arginase,"GO:0046872|metal ion binding;GO:0016813|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines",,SignalP: has predicted secretion signal,,,,,,Up,0.0248443,No,Up,0.382234,No,Down,0.216503,No
Ophio5|405.t1,,18.0246,13.9177,16.3636,PF02594.11|DUF167,,,,,,,,,Down,0.561127,No,Down,0.845403,No,Up,0.737149,No
Ophio5|4050.t1,,128.687,87.8707,136.754,PF00152.15|tRNA-synt_2;PF01336.20|tRNA_anti-codon,GO:0003676|nucleic acid binding;GO:0004812|aminoacyl-tRNA ligase activity;GO:0005524|ATP binding;GO:0000166|nucleotide binding;GO:0006418|tRNA aminoacylation for protein translation,,,,,,,,Down,0.105908,No,Up,0.839944,No,Up,0.0633837,No
Ophio5|4051.t1,,104.181,216.404,162.338,PF00076.17|RRM_1,GO:0003676|nucleic acid binding,,,,,,,,Up,0.00204693,Yes,Up,0.0477927,No,Down,0.262807,No
Ophio5|4052.t1,,101.744,20.8239,15.6105,PF00328.17|His_Phos_2,GO:0003993|acid phosphatase activity,,,,,,,,Down,0.000285532,Yes,Down,0.000285532,Yes,Down,0.323196,No
Ophio5|4053.t1,,68.0333,17.433,17.5191,,,,,,,,,,Down,0.000285532,Yes,Down,0.000285532,Yes,Up,0.988437,No
Ophio5|4054.t1,,134,78.7776,68.9455,,,,,,,,,,Down,0.0178495,No,Down,0.00338933,No,Down,0.626528,No
Ophio5|4055.t1,,58.9799,20.2578,24.8737,,,,,,,,,,Down,0.00481026,Yes,Down,0.0192273,Yes,Up,0.650911,No
Ophio5|4056.t1,,58.1948,1473.64,744.304,,,,,,4,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Down,0.021856,No
Ophio5|4057.t1,,36.1444,46.4686,34.763,PF05653.9|Mg_trans_NIPA,GO:0015693|magnesium ion transport;GO:0016020|membrane;GO:0015095|magnesium ion transmembrane transporter activity,,,,9,,,,Up,0.293992,No,Down,0.89776,No,Down,0.217874,No
Ophio5|4058.t1,,162.216,229.12,226.89,PF01991.13|vATP-synt_E,"GO:0033178|proton-transporting two-sector ATPase complex, catalytic domain;GO:0015991|ATP hydrolysis coupled proton transport;GO:0046961|proton-transporting ATPase activity, rotational mechanism",,,,,,,,Up,0.133817,No,Up,0.145003,No,Down,0.972475,No
Ophio5|4059.t1,,14.1062,31.071,23.9237,,,,,,,,,,Up,0.000535012,Yes,Up,0.0311726,No,Down,0.292731,No
Ophio5|406.t1,,81.4922,124.497,121.661,PF10307.4|DUF2410,,,SignalP: has predicted secretion signal,,,,,,Up,0.0658517,No,Up,0.0837048,No,Down,0.937945,No
Ophio5|4060.t1,,7.45661,4.72905,2.69592,,,,,,,,,,Down,0.484377,No,Down,0.163904,No,Down,0.451894,No
Ophio5|4061.t1,,0.0538726,0,0,PF14510.1|ABC_trans_N;PF00005.22|ABC_tran,GO:0016887|ATPase activity;GO:0005524|ATP binding,,,,1,,,Part of secondary metabolism cluster 14;Secondary metabolism. Type: Decorating,Down,1,No,Down,1,No,=,1,No
Ophio5|4062.t1,,2.02413,1.44939,0.358819,,,,,,,,,Part of secondary metabolism cluster 14,Down,0.574854,No,Down,0.0418158,No,Down,1,No
Ophio5|4063.t1,,0,1.15617,2.25786,,,,,,,,,Part of secondary metabolism cluster 14,Up,1,No,Up,0.000285532,No,Up,0.308241,No
Ophio5|4064.t1,,0.510873,28.6755,18.1812,,,,,,,,,Part of secondary metabolism cluster 14,Up,0.0123918,Yes,Up,0.0123918,Yes,Down,0.144669,No
Ophio5|4065.t1,,0,25.7122,1.22248,,,,SignalP: has predicted secretion signal; SSP: small secreted protein,,,,,Part of secondary metabolism cluster 14,Up,0.000285532,Yes,Up,1,No,Down,0.0450671,Yes
Ophio5|4066.t1,,13.5558,84.3969,9.46754,PF00501.23|AMP-binding;PF00501.23|AMP-binding;PF00501.23|AMP-binding;PF00668.15|Condensation;PF00668.15|Condensation;PF00668.15|Condensation;PF00550.20|PP-binding;PF00550.20|PP-binding;PF00550.20|PP-binding;PF13193.1|AMP-binding_C,GO:0003824|catalytic activity;GO:0008152|metabolic process,,,,,,,Part of secondary metabolism cluster 14;Secondary metabolism. Type: NRPS,Up,0.000285532,Yes,Down,0.122972,No,Down,0.000285532,Yes
Ophio5|4067.t1,,345.534,176.696,83.5186,PF00144.19|Beta-lactamase;PF11954.3|DUF3471,,,,,,S12,,,Down,0.0135482,No,Down,0.000285532,Yes,Down,0.00300616,Yes
Ophio5|4068.t1,,49.4172,69.0563,59.8018,PF00620.22|RhoGAP;PF00412.17|LIM,GO:0008270|zinc ion binding;GO:0007165|signal transduction,,,,,,,,Up,0.168481,No,Up,0.449591,No,Down,0.59786,No
Ophio5|4069.t1,,117.964,71.925,90.5933,,,,,,,,,,Down,0.0304649,No,Down,0.27588,No,Up,0.37263,No
Ophio5|407.t1,,47.3648,53.3821,94.8513,PF02020.13|W2;PF00132.19|Hexapep,GO:0005515|protein binding,,,,,,,,Up,0.650386,No,Up,0.00243641,Yes,Up,0.011207,No
Ophio5|4070.t1,,28.4851,28.51,29.9376,PF13915.1|DUF4210;PF13889.1|Chromosome_seg,,,,,,,,,Up,0.996634,No,Up,0.865158,No,Up,0.865019,No
Ophio5|4071.t1,,12.0082,28.2288,33.407,,,,,,,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Up,0.507411,No
Ophio5|4072.t1,,44.2517,51.1235,27.6693,,,,,,,,,,Up,0.689557,No,Down,0.171557,No,Down,0.0687679,No
Ophio5|4073.t1,,34.4184,55.8267,39.4105,PF00454.22|PI3_PI4_kinase,"GO:0016773|phosphotransferase activity, alcohol group as acceptor",,,,,,,,Up,0.037946,No,Up,0.594196,No,Down,0.152553,No
Ophio5|4074.t1,,34.1903,16.6039,14.3248,PF06516.6|NUP,GO:0055085|transmembrane transport,,SignalP: has predicted secretion signal,,1,,,,Down,0.0087289,Yes,Down,0.000997454,Yes,Down,0.671156,No
Ophio5|4075.t1,,61.4004,40.0183,44.0434,PF00122.15|E1-E2_ATPase;PF00689.16|Cation_ATPase_C;PF00702.21|Hydrolase;PF13246.1|Hydrolase_like2;PF12710.2|HAD;PF00690.21|Cation_ATPase_N;PF08282.7|Hydrolase_3,GO:0046872|metal ion binding;GO:0000166|nucleotide binding,,,,8,,,,Down,0.0658517,No,Down,0.161916,No,Up,0.718779,No
Ophio5|4076.t1,,18.9067,13.6033,13.4221,PF00664.18|ABC_membrane;PF00664.18|ABC_membrane;PF00005.22|ABC_tran;PF00005.22|ABC_tran,"GO:0016887|ATPase activity;GO:0016021|integral component of membrane;GO:0055085|transmembrane transport;GO:0005524|ATP binding;GO:0042626|ATPase activity, coupled to transmembrane movement of substances;GO:0006810|transport",,,,9,,,Part of secondary metabolism cluster 15;Secondary metabolism. Type: Decorating,Down,0.160585,No,Down,0.144151,No,Down,0.964294,No
Ophio5|4077.t1,,0.320145,1.52665,1.11924,PF00141.18|peroxidase,GO:0004601|peroxidase activity;GO:0006979|response to oxidative stress;GO:0055114|oxidation-reduction process;GO:0020037|heme binding,,SignalP: has predicted secretion signal,,,,,Part of secondary metabolism cluster 15,Up,0.0401064,No,Up,1,No,Down,0.571889,No
Ophio5|4078.t1,,0.294254,0.491034,0.787258,PF13147.1|Amidohydro_4;PF13147.1|Amidohydro_4;PF01979.15|Amidohydro_1;PF01979.15|Amidohydro_1;PF13594.1|Amidohydro_5,GO:0016787|hydrolase activity,,SignalP: has predicted secretion signal,,,M38,,Part of secondary metabolism cluster 15,Up,1,No,Up,1,No,Up,1,No
Ophio5|4079.t1,,0.446401,0.275058,0.0831793,,,,,,,,,Part of secondary metabolism cluster 15,Down,1,No,Down,1,No,Down,1,No
Ophio5|408.t1,,4.07889,5.67634,3.05956,,,,,,,,,,Up,0.58558,No,Down,0.693581,No,Down,0.298737,No
Ophio5|4080.t1,,0.1848,0.403403,0.238688,PF02458.10|Transferase,"GO:0016747|transferase activity, transferring acyl groups other than amino-acyl groups",,,,,,,Part of secondary metabolism cluster 15;Secondary metabolism. Type: Decorating,Up,1,No,Up,1,No,Down,1,No
Ophio5|4081.t1,,10.7597,1.77505,2.52625,PF02668.11|TauD,GO:0016491|oxidoreductase activity;GO:0055114|oxidation-reduction process,,,,,,,Part of secondary metabolism cluster 15,Down,0.000285532,Yes,Down,0.00143681,Yes,Up,0.501609,No
Ophio5|4082.t1,,7.45247,2.54855,1.17488,PF03959.8|FSH1,,,,,,,,Part of secondary metabolism cluster 15,Down,0.0117917,Yes,Down,0.00164691,Yes,Down,0.141587,No
