module_identity,kTotal,enriched_in_module,gene_name,gene_desc,rhy_ocflo_okim,rhy_ocflo_beau_cluster3,rhy_ocflo_beau_cluster4,inf_v_control,abs_log2FC,control_rhy24,inf_rhy24,signalP,SSP,TMHMM,arb2_gene,GOs,pfams,sc16a_homolog,BH_pval,control_pval,inf_pval
OC11,292.49,NA,GQ602_007154,Eukaryotic translation initiation factor 3 subunit M,no,no,no,NA,0.146601485,yes,NA,NA,NA,NA,Ophcf2|07154,NA,PF01399|PCI; PF18005|eIF3m_C_helix;,Ophio5|2287,0.330023345,0.002997003,NA
OC11,292,NA,GQ602_000934,60S ribosomal protein L5,no,no,no,NA,0.018190922,yes,NA,NA,NA,NA,Ophcf2|00934,GO:0005575|cellular_component; GO:0003735|structural constituent of ribosome; GO:0097159|organic cyclic compound binding; GO:0005622|intracellular; GO:0003674|molecular_function; GO:0008097|5S rRNA binding; GO:0071704|organic substance metabolic process; GO:0009987|cellular process; GO:1990904|ribonucleoprotein complex; GO:0044424|intracellular part; GO:0044267|cellular protein metabolic process; GO:0032991|protein-containing complex; GO:0005488|binding; GO:0043170|macromolecule metabolic process; GO:0043229|intracellular organelle; GO:0044237|cellular metabolic process; GO:0006807|nitrogen compound metabolic process; GO:0043228|non-membrane-bounded organelle; GO:0044260|cellular macromolecule metabolic process; GO:0006518|peptide metabolic process; GO:0003723|RNA binding; GO:0044271|cellular nitrogen compound biosynthetic process; GO:0043043|peptide biosynthetic process; GO:0009059|macromolecule biosynthetic process; GO:0003676|nucleic acid binding; GO:0043603|cellular amide metabolic process; GO:1901363|heterocyclic compound binding; GO:0043604|amide biosynthetic process; GO:0044464|cell part; GO:0005198|structural molecule activity; GO:0034645|cellular macromolecule biosynthetic process; GO:1901566|organonitrogen compound biosynthetic process; GO:0019538|protein metabolic process; GO:0005840|ribosome; GO:0043226|organelle; GO:0006412|translation; GO:0034641|cellular nitrogen compound metabolic process; GO:0044238|primary metabolic process; GO:0009058|biosynthetic process; GO:0019843|rRNA binding; GO:0008150|biological_process; GO:0044249|cellular biosynthetic process; GO:0044444|cytoplasmic part; GO:1901576|organic substance biosynthetic process; GO:1901564|organonitrogen compound metabolic process; GO:0008152|metabolic process; GO:0043232|intracellular non-membrane-bounded organelle;,PF17144|Ribosomal_L5e; PF14204|Ribosomal_L18_c;,Ophio5|5284,0.943817922,0.000999001,NA
OC11,289.28,NA,GQ602_002841,"10 kDa heat shock protein, mitochondrial",no,no,no,NA,0.318164151,yes,NA,NA,NA,NA,Ophcf2|02841,GO:0006457|protein folding; GO:0008150|biological_process; GO:0009987|cellular process;,PF00166|Cpn10;,Ophio5|5355,0.216620504,0.021846184,NA
OC11,288.59,NA,GQ602_006675,DUF726 domain protein,yes,no,no,NA,0.209642025,yes,NA,NA,NA,NA,Ophcf2|06675,GO:0065007|biological regulation; GO:0006450|regulation of translational fidelity; GO:0008150|biological_process; GO:0065008|regulation of biological quality;,PF02686|Glu-tRNAGln;,Ophio5|7455,0.10260918,0.021846184,NA
OC11,288.42,NA,GQ602_003324,40S ribosomal protein S2,no,no,no,NA,0.454910576,yes,NA,NA,NA,NA,Ophcf2|03324,GO:0005575|cellular_component; GO:0003735|structural constituent of ribosome; GO:0097159|organic cyclic compound binding; GO:0003674|molecular_function; GO:0071704|organic substance metabolic process; GO:0009987|cellular process; GO:1990904|ribonucleoprotein complex; GO:0044424|intracellular part; GO:0044267|cellular protein metabolic process; GO:0032991|protein-containing complex; GO:0005488|binding; GO:0043170|macromolecule metabolic process; GO:0043229|intracellular organelle; GO:0044237|cellular metabolic process; GO:0006807|nitrogen compound metabolic process; GO:0043228|non-membrane-bounded organelle; GO:0044260|cellular macromolecule metabolic process; GO:0006518|peptide metabolic process; GO:0003723|RNA binding; GO:0044271|cellular nitrogen compound biosynthetic process; GO:0043043|peptide biosynthetic process; GO:0009059|macromolecule biosynthetic process; GO:0003676|nucleic acid binding; GO:0043603|cellular amide metabolic process; GO:1901363|heterocyclic compound binding; GO:0043604|amide biosynthetic process; GO:0044464|cell part; GO:0005198|structural molecule activity; GO:0034645|cellular macromolecule biosynthetic process; GO:1901566|organonitrogen compound biosynthetic process; GO:0019538|protein metabolic process; GO:0005840|ribosome; GO:0043226|organelle; GO:0006412|translation; GO:0034641|cellular nitrogen compound metabolic process; GO:0044238|primary metabolic process; GO:0009058|biosynthetic process; GO:0008150|biological_process; GO:0044249|cellular biosynthetic process; GO:0044444|cytoplasmic part; GO:1901576|organic substance biosynthetic process; GO:1901564|organonitrogen compound metabolic process; GO:0008152|metabolic process; GO:0043232|intracellular non-membrane-bounded organelle;,PF00333|Ribosomal_S5; PF03719|Ribosomal_S5_C;,Ophio5|5319,0.042232005,0.0136888,NA
OC11,288.39,NA,GQ602_007033,Calponin-like actin-binding protein,no,no,yes,NA,0.233662077,yes,NA,NA,NA,NA,Ophcf2|07033,GO:0005488|binding; GO:0008092|cytoskeletal protein binding; GO:0015631|tubulin binding; GO:0003674|molecular_function; GO:0008017|microtubule binding; GO:0005515|protein binding;,PF03271|EB1; PF00307|CH;,Ophio5|6711,0.008172304,0.001787129,NA
OC11,288.33,NA,GQ602_004112,profilin,no,no,no,NA,0.38235263,NA,NA,NA,NA,NA,Ophcf2|04112,NA,PF00235|Profilin;,Ophio5|8409,3.11E-05,NA,NA
OC11,288.28,NA,GQ602_000819,ATP synthase D chain,no,no,no,NA,0.045322585,NA,NA,NA,NA,NA,Ophcf2|00819,"GO:0022890|inorganic cation transmembrane transporter activity; GO:0018130|heterocycle biosynthetic process; GO:0009150|purine ribonucleotide metabolic process; GO:0000276|mitochondrial proton-transporting ATP synthase complex, coupling factor F(o); GO:0044424|intracellular part; GO:0034220|ion transmembrane transport; GO:0032991|protein-containing complex; GO:0015077|monovalent inorganic cation transmembrane transporter activity; GO:0015672|monovalent inorganic cation transport; GO:0006807|nitrogen compound metabolic process; GO:0006754|ATP biosynthetic process; GO:0009145|purine nucleoside triphosphate biosynthetic process; GO:0046483|heterocycle metabolic process; GO:0006139|nucleobase-containing compound metabolic process; GO:0006812|cation transport; GO:1901566|organonitrogen compound biosynthetic process; GO:0044429|mitochondrial part; GO:0009206|purine ribonucleoside triphosphate biosynthetic process; GO:0006753|nucleoside phosphate metabolic process; GO:0098796|membrane protein complex; GO:0009142|nucleoside triphosphate biosynthetic process; GO:1901576|organic substance biosynthetic process; GO:0005575|cellular_component; GO:0044425|membrane part; GO:0003674|molecular_function; GO:0072522|purine-containing compound biosynthetic process; GO:0034654|nucleobase-containing compound biosynthetic process; GO:1902600|proton transmembrane transport; GO:0022857|transmembrane transporter activity; GO:0006163|purine nucleotide metabolic process; GO:0098798|mitochondrial protein complex; GO:0009199|ribonucleoside triphosphate metabolic process; GO:0051234|establishment of localization; GO:0006796|phosphate-containing compound metabolic process; GO:0006810|transport; GO:0044281|small molecule metabolic process; GO:0034641|cellular nitrogen compound metabolic process; GO:0009144|purine nucleoside triphosphate metabolic process; GO:0009205|purine ribonucleoside triphosphate metabolic process; GO:0009058|biosynthetic process; GO:0015075|ion transmembrane transporter activity; GO:0006793|phosphorus metabolic process; GO:0009201|ribonucleoside triphosphate biosynthetic process; GO:0090407|organophosphate biosynthetic process; GO:0044249|cellular biosynthetic process; GO:1901360|organic cyclic compound metabolic process; GO:1901137|carbohydrate derivative biosynthetic process; GO:1901564|organonitrogen compound metabolic process; GO:0009141|nucleoside triphosphate metabolic process; GO:0044455|mitochondrial membrane part; GO:0046390|ribose phosphate biosynthetic process; GO:0046034|ATP metabolic process; GO:0019693|ribose phosphate metabolic process; GO:0008324|cation transmembrane transporter activity; GO:0009987|cellular process; GO:0044237|cellular metabolic process; GO:0055086|nucleobase-containing small molecule metabolic process; GO:0006725|cellular aromatic compound metabolic process; GO:0098662|inorganic cation transmembrane transport; GO:0044446|intracellular organelle part; GO:1901135|carbohydrate derivative metabolic process; GO:0015985|energy coupled proton transport, down electrochemical gradient; GO:1901362|organic cyclic compound biosynthetic process; GO:0006164|purine nucleotide biosynthetic process; GO:0055085|transmembrane transport; GO:0008152|metabolic process; GO:0072521|purine-containing compound metabolic process; GO:0006811|ion transport; GO:0071704|organic substance metabolic process; GO:0009260|ribonucleotide biosynthetic process; GO:0009117|nucleotide metabolic process; GO:0098660|inorganic ion transmembrane transport; GO:0015078|proton transmembrane transporter activity; GO:0044271|cellular nitrogen compound biosynthetic process; GO:0098655|cation transmembrane transport; GO:0019438|aromatic compound biosynthetic process; GO:0015318|inorganic molecular entity transmembrane transporter activity; GO:0044464|cell part; GO:0009152|purine ribonucleotide biosynthetic process; GO:0009165|nucleotide biosynthetic process; GO:0033177|proton-transporting two-sector ATPase complex, proton-transporting domain; GO:0044422|organelle part; GO:0009259|ribonucleotide metabolic process; GO:1901293|nucleoside phosphate biosynthetic process; GO:0051179|localization; GO:0098800|inner mitochondrial membrane protein complex; GO:0044238|primary metabolic process; GO:0015986|ATP synthesis coupled proton transport; GO:0019637|organophosphate metabolic process; GO:0008150|biological_process; GO:0044444|cytoplasmic part; GO:0045263|proton-transporting ATP synthase complex, coupling factor F(o); GO:0005215|transporter activity; GO:0017144|drug metabolic process;",PF05873|Mt_ATP-synt_D;,Ophio5|601,0.646916507,NA,NA
OC11,287.19,NA,GQ602_006133,60S ribosomal protein L21-A,no,no,no,NA,0.096778898,yes,NA,NA,NA,NA,Ophcf2|06133,GO:0005575|cellular_component; GO:0003735|structural constituent of ribosome; GO:0005622|intracellular; GO:0003674|molecular_function; GO:0071704|organic substance metabolic process; GO:0009987|cellular process; GO:1990904|ribonucleoprotein complex; GO:0044424|intracellular part; GO:0044267|cellular protein metabolic process; GO:0032991|protein-containing complex; GO:0043170|macromolecule metabolic process; GO:0043229|intracellular organelle; GO:0044237|cellular metabolic process; GO:0006807|nitrogen compound metabolic process; GO:0043228|non-membrane-bounded organelle; GO:0044260|cellular macromolecule metabolic process; GO:0006518|peptide metabolic process; GO:0044271|cellular nitrogen compound biosynthetic process; GO:0043043|peptide biosynthetic process; GO:0009059|macromolecule biosynthetic process; GO:0043603|cellular amide metabolic process; GO:0044464|cell part; GO:0043604|amide biosynthetic process; GO:0005198|structural molecule activity; GO:0034645|cellular macromolecule biosynthetic process; GO:1901566|organonitrogen compound biosynthetic process; GO:0019538|protein metabolic process; GO:0005840|ribosome; GO:0043226|organelle; GO:0006412|translation; GO:0034641|cellular nitrogen compound metabolic process; GO:0044238|primary metabolic process; GO:0009058|biosynthetic process; GO:0008150|biological_process; GO:0044249|cellular biosynthetic process; GO:0044444|cytoplasmic part; GO:1901576|organic substance biosynthetic process; GO:1901564|organonitrogen compound metabolic process; GO:0008152|metabolic process; GO:0043232|intracellular non-membrane-bounded organelle;,PF01157|Ribosomal_L21e;,Ophio5|5022,0.674067905,0.0136888,NA
OC11,287.05,NA,GQ602_001280,ubiquinol-cytochrome c reductase subunit 8,no,no,no,NA,0.37140808,yes,NA,NA,NA,1;,Ophcf2|01280,"GO:0003824|catalytic activity; GO:0016681|oxidoreductase activity, acting on diphenols and related substances as donors, cytochrome as acceptor; GO:0016491|oxidoreductase activity; GO:0003674|molecular_function; GO:0009055|electron transfer activity; GO:0008121|ubiquinol-cytochrome-c reductase activity; GO:0016679|oxidoreductase activity, acting on diphenols and related substances as donors;",PF02939|UcrQ;,Ophio5|1058,0.001020667,0.03420442,NA
OC11,283.98,NA,GQ602_000431,apolipoprotein O,no,no,no,NA,0.142361959,yes,NA,NA,NA,3;,Ophcf2|00431,GO:0005575|cellular_component; GO:0044425|membrane part; GO:0006996|organelle organization; GO:0061617|MICOS complex; GO:0007005|mitochondrion organization; GO:0009987|cellular process; GO:0044424|intracellular part; GO:0032991|protein-containing complex; GO:0016043|cellular component organization; GO:0061024|membrane organization; GO:0007006|mitochondrial membrane organization; GO:0098798|mitochondrial protein complex; GO:0044464|cell part; GO:0044446|intracellular organelle part; GO:0044422|organelle part; GO:0044429|mitochondrial part; GO:0098800|inner mitochondrial membrane protein complex; GO:0098796|membrane protein complex; GO:0007007|inner mitochondrial membrane organization; GO:0008150|biological_process; GO:0044444|cytoplasmic part; GO:0042407|cristae formation; GO:0044455|mitochondrial membrane part; GO:0071840|cellular component organization or biogenesis;,PF09769|ApoO;,Ophio5|3890,0.102856386,0.00842621,NA
OC11,283.8,NA,GQ602_003191,stress response regulator,no,no,no,NA,0.514449232,yes,NA,NA,NA,NA,Ophcf2|03191,"GO:0009889|regulation of biosynthetic process; GO:0018130|heterocycle biosynthetic process; GO:0005575|cellular_component; GO:0051252|regulation of RNA metabolic process; GO:0097159|organic cyclic compound binding; GO:0019222|regulation of metabolic process; GO:0003674|molecular_function; GO:0016772|transferase activity, transferring phosphorus-containing groups; GO:0031323|regulation of cellular metabolic process; GO:0043565|sequence-specific DNA binding; GO:0010556|regulation of macromolecule biosynthetic process; GO:0034654|nucleobase-containing compound biosynthetic process; GO:0071704|organic substance metabolic process; GO:0009987|cellular process; GO:0016779|nucleotidyltransferase activity; GO:0003896|DNA primase activity; GO:0006269|DNA replication, synthesis of RNA primer; GO:0140110|transcription regulator activity; GO:0044424|intracellular part; GO:0003899|DNA-directed 5'-3' RNA polymerase activity; GO:0005488|binding; GO:0043170|macromolecule metabolic process; GO:0080090|regulation of primary metabolic process; GO:0044237|cellular metabolic process; GO:0006807|nitrogen compound metabolic process; GO:0006259|DNA metabolic process; GO:0043227|membrane-bounded organelle; GO:0043229|intracellular organelle; GO:0044260|cellular macromolecule metabolic process; GO:0034062|5'-3' RNA polymerase activity; GO:0044271|cellular nitrogen compound biosynthetic process; GO:0019438|aromatic compound biosynthetic process; GO:0050789|regulation of biological process; GO:0006725|cellular aromatic compound metabolic process; GO:0009059|macromolecule biosynthetic process; GO:0046483|heterocycle metabolic process; GO:0140098|catalytic activity, acting on RNA; GO:0003676|nucleic acid binding; GO:1901363|heterocyclic compound binding; GO:0051171|regulation of nitrogen compound metabolic process; GO:0044464|cell part; GO:0003824|catalytic activity; GO:0019219|regulation of nucleobase-containing compound metabolic process; GO:0006139|nucleobase-containing compound metabolic process; GO:0003677|DNA binding; GO:0010468|regulation of gene expression; GO:1903506|regulation of nucleic acid-templated transcription; GO:0043231|intracellular membrane-bounded organelle; GO:0005634|nucleus; GO:0043226|organelle; GO:0034641|cellular nitrogen compound metabolic process; GO:0044238|primary metabolic process; GO:0003700|DNA-binding transcription factor activity; GO:0007165|signal transduction; GO:0031326|regulation of cellular biosynthetic process; GO:0009058|biosynthetic process; GO:1901362|organic cyclic compound biosynthetic process; GO:0097747|RNA polymerase activity; GO:2001141|regulation of RNA biosynthetic process; GO:0016740|transferase activity; GO:0050794|regulation of cellular process; GO:0008150|biological_process; GO:0065007|biological regulation; GO:0035556|intracellular signal transduction; GO:0044249|cellular biosynthetic process; GO:1901360|organic cyclic compound metabolic process; GO:0090304|nucleic acid metabolic process; GO:0006355|regulation of transcription, DNA-templated; GO:1901576|organic substance biosynthetic process; GO:2000112|regulation of cellular macromolecule biosynthetic process; GO:0016070|RNA metabolic process; GO:0000160|phosphorelay signal transduction system; GO:0008152|metabolic process; GO:0060255|regulation of macromolecule metabolic process; GO:0032774|RNA biosynthetic process;",PF00072|Response_reg; PF00447|HSF_DNA-bind; PF01896|DNA_primase_S;,Ophio5|409,0.005356149,0.002997003,NA
