module_identity,kTotal,enriched_in_module,gene_name,gene_desc,rhy_brain_head_cluster1,for24_nur8,ocflo_UP,ocflo_DOWN,beau_UP,beau_DOWN,rhy24_control,rhy24_ocflo_inf,rhy24_beau_inf,signalP,TMHMM,GOs,pfams
C20,39.31,NA,LOC105250243,general transcription factor IIF subunit 1 isoform X1,no,no,no,no,no,no,no,no,no,0,0,GO:0003677|DNA binding; GO:0005634|nucleus; GO:0006367|transcription initiation from RNA polymerase II promoter; GO:0032968|positive regulation of transcription elongation from RNA polymerase II promoter,"PF05793|Transcription initiation factor IIF, alpha subunit (TFIIF-alpha)"
C20,39.31,NA,LOC105250922,cation-independent mannose-6-phosphate receptor,no,no,no,no,no,no,no,no,no,2,1,GO:0005520|insulin-like growth factor binding; GO:0005537|mannose binding; GO:0007041|lysosomal transport; GO:0038023|signaling receptor activity,PF00878|Cation-independent mannose-6-phosphate receptor repeat; PF00878|Cation-independent mannose-6-phosphate receptor repeat; PF00878|Cation-independent mannose-6-phosphate receptor repeat; PF00878|Cation-independent mannose-6-phosphate receptor repeat; PF00878|Cation-independent mannose-6-phosphate receptor repeat
C20,39.28,NA,LOC112637142,sphingomyelin phosphodiesterase isoform X1,no,no,no,no,no,no,no,no,no,0,1,GO:0016787|hydrolase activity,PF00149|Calcineurin-like phosphoesterase
C20,39.24,NA,LOC105250839,protein AATF,no,no,no,no,no,no,no,no,no,0,0,GO:0005634|nucleus,"PF13339|Apoptosis antagonizing transcription factor; PF08164|Apoptosis-antagonizing transcription factor, C-terminal"
C20,39.23,NA,LOC105256822,"methionine aminopeptidase 1D, mitochondrial",no,no,no,no,no,no,no,no,no,0,0,,PF00557|Metallopeptidase family M24
C20,39.17,NA,LOC105257647,uncharacterized protein LOC105257647 isoform X1,no,no,no,no,no,no,no,no,no,0,0,GO:0036297|interstrand cross-link repair; GO:0043240|Fanconi anaemia nuclear complex,PF11510|Fanconi Anaemia group E protein FANCE
C20,39.01,NA,LOC105248792,tRNA pseudouridine synthase A,no,no,no,no,no,no,no,no,yes,0,0,GO:0001522|pseudouridine synthesis; GO:0003723|RNA binding; GO:0009982|pseudouridine synthase activity,PF01416|tRNA pseudouridine synthase
C20,38.96,NA,LOC105250052,"ATP-binding cassette sub-family B member 8, mitochondrial",no,no,no,no,no,no,no,no,no,0,5,GO:0005524|ATP binding; GO:0016021|integral component of membrane; GO:0016887|ATPase activity; GO:0042626|ATPase-coupled transmembrane transporter activity; GO:0055085|transmembrane transport,PF00664|ABC transporter transmembrane region; PF00005|ABC transporter
C20,38.93,NA,LOC105249718,"pentatricopeptide repeat-containing protein 1, mitochondrial",no,no,no,no,no,no,yes,no,no,0,0,,PF13812|Pentatricopeptide repeat domain; PF13041|PPR repeat family; PF13041|PPR repeat family
C20,38.93,NA,LOC105259261,ubiquitin carboxyl-terminal hydrolase isozyme L5,no,no,no,no,no,no,no,no,no,0,0,GO:0004843|thiol-dependent ubiquitin-specific protease activity; GO:0006511|ubiquitin-dependent protein catabolic process,"PF01088|Ubiquitin carboxyl-terminal hydrolase, family 1; PF18031|Ubiquitin carboxyl-terminal hydrolases"
C20,38.91,NA,LOC105255993,uncharacterized protein LOC105255993,no,no,no,no,no,no,no,no,no,0,0,,
C20,38.9,NA,LOC105253935,cytoplasmic tRNA 2-thiolation protein 1,no,no,no,no,no,no,no,no,no,0,0,GO:0000049|tRNA binding; GO:0002098|tRNA wobble uridine modification; GO:0034227|tRNA thio-modification,PF16503|Zinc-ribbon; PF01171|PP-loop family
C20,38.86,NA,LOC105258329,E3 ubiquitin-protein ligase RBBP6,no,no,no,no,no,no,yes,no,no,0,0,GO:0003676|nucleic acid binding; GO:0006397|mRNA processing; GO:0008270|zinc ion binding; GO:0016567|protein ubiquitination; GO:0061630|ubiquitin protein ligase activity,"PF13923|Zinc finger, C3HC4 type (RING finger); PF00098|Zinc knuckle; PF08783|DWNN domain"
C20,38.85,NA,LOC105253929,60S ribosomal protein L27,no,no,no,no,no,no,yes,no,no,0,0,GO:0003735|structural constituent of ribosome; GO:0005840|ribosome; GO:0006412|translation,PF01777|Ribosomal L27e protein family; PF00467|KOW motif
C20,38.84,NA,LOC105258426,COP9 signalosome complex subunit 5,no,no,no,no,no,no,no,no,no,0,0,GO:0004222|metalloendopeptidase activity; GO:0005515|protein binding; GO:0008180|COP9 signalosome,PF01398|JAB1/Mov34/MPN/PAD-1 ubiquitin protease; PF18323|Cop9 signalosome subunit 5 C-terminal domain
C20,38.81,NA,LOC105258966,cell division cycle protein 23 homolog isoform X1,no,no,no,no,no,no,no,no,no,0,0,GO:0005515|protein binding; GO:0005680|anaphase-promoting complex; GO:0030071|regulation of mitotic metaphase/anaphase transition,PF13181|Tetratricopeptide repeat; PF13414|TPR repeat; PF04049|Anaphase promoting complex subunit 8 / Cdc23
C20,38.8,NA,LOC105256295,mediator of RNA polymerase II transcription subunit 24,no,no,no,no,no,no,no,no,no,0,0,GO:0016592|mediator complex,PF11277|Mediator complex subunit 24 N-terminal
C20,38.63,NA,LOC105251031,uncharacterized protein LOC105251031,no,no,no,no,no,no,no,no,no,0,0,GO:0003676|nucleic acid binding,PF05485|THAP domain
C20,38.6,NA,LOC105251396,midasin,no,no,no,no,no,no,no,no,no,0,0,GO:0005524|ATP binding; GO:0016887|ATPase activity,PF07728|AAA domain (dynein-related subfamily); PF07728|AAA domain (dynein-related subfamily); PF07728|AAA domain (dynein-related subfamily); PF07728|AAA domain (dynein-related subfamily); PF07728|AAA domain (dynein-related subfamily); PF07728|AAA domain (dynein-related subfamily); PF07728|AAA domain (dynein-related subfamily); PF07728|AAA domain (dynein-related subfamily); PF17867|Midasin AAA lid domain; PF17867|Midasin AAA lid domain; PF17867|Midasin AAA lid domain; PF17865|Midasin AAA lid domain; PF00092|von Willebrand factor type A domain
C20,38.58,NA,LOC105254765,1-acyl-sn-glycerol-3-phosphate acyltransferase gamma,no,no,no,no,no,no,yes,no,no,0,4,"GO:0016746|transferase activity, transferring acyl groups",PF01553|Acyltransferase; PF16076|Acyltransferase C-terminus
C20,38.56,NA,LOC105250328,cytochrome P450 6k1,no,no,no,no,yes,no,no,no,no,0,2,"GO:0005506|iron ion binding; GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; GO:0020037|heme binding; GO:0055114|oxidation-reduction process",PF00067|Cytochrome P450
C20,38.54,NA,LOC105257757,chromodomain-helicase-DNA-binding protein 1,no,no,no,no,no,no,no,no,yes,1,0,,PF00385|Chromo (CHRromatin Organisation MOdifier) domain; PF00385|Chromo (CHRromatin Organisation MOdifier) domain
C20,38.44,NA,LOC105255916,uncharacterized protein LOC105255916,no,no,no,yes,no,no,no,no,no,0,0,,PF16033|Domain of unknown function (DUF4789)
C20,38.4,NA,LOC105254823,biotin--protein ligase isoform X2,no,no,no,no,no,no,yes,no,no,0,0,GO:0006464|cellular protein modification process,PF03099|Biotin/lipoate A/B protein ligase family
C20,38.27,NA,LOC105253871,conserved oligomeric Golgi complex subunit 4,no,no,no,no,no,no,no,no,no,0,0,,PF08318|COG4 transport protein
C20,38.26,NA,LOC105254755,glutamate--cysteine ligase catalytic subunit isoform X1,no,no,no,no,no,no,no,no,no,0,0,GO:0004357|glutamate-cysteine ligase activity; GO:0006750|glutathione biosynthetic process,PF03074|Glutamate-cysteine ligase
C20,38.21,NA,LOC109610109,,no,no,no,no,no,no,no,no,no,,,,
C20,38.1,NA,LOC105248974,protein KRI1 homolog,no,no,no,no,no,no,yes,no,no,0,0,,PF10357|Domain of Kin17 curved DNA-binding protein; PF05178|KRI1-like family; PF12936|KRI1-like family C-terminal; PF18131|KN17 SH3-like C-terminal domain
C20,38.08,NA,LOC105258083,diuretic hormone receptor isoform X1,no,no,no,no,no,no,no,no,no,0,7,GO:0004930|G protein-coupled receptor activity; GO:0007186|G protein-coupled receptor signaling pathway; GO:0016021|integral component of membrane,PF02793|Hormone receptor domain; PF00002|7 transmembrane receptor (Secretin family)
C20,38.06,NA,LOC105253841,uncharacterized protein LOC105253841,no,no,no,no,no,no,no,no,no,0,0,,
C20,38.05,NA,LOC105258154,DNA-directed RNA polymerase III subunit RPC1 isoform X1,no,no,no,no,no,no,no,no,no,0,0,"GO:0003677|DNA binding; GO:0003899|DNA-directed 5'-3' RNA polymerase activity; GO:0006351|transcription, DNA-templated","PF05000|RNA polymerase Rpb1, domain 4; PF04997|RNA polymerase Rpb1, domain 1; PF04983|RNA polymerase Rpb1, domain 3; PF00623|RNA polymerase Rpb1, domain 2; PF04998|RNA polymerase Rpb1, domain 5"
C20,37.96,NA,LOC105255368,microsomal glutathione S-transferase 1,no,no,no,no,no,no,no,no,no,0,3,,PF01124|MAPEG family
C20,37.88,NA,LOC105255823,octopamine receptor beta-3R isoform X1,no,no,no,no,no,no,no,no,no,1,7,GO:0004930|G protein-coupled receptor activity; GO:0007186|G protein-coupled receptor signaling pathway; GO:0016021|integral component of membrane,PF00001|7 transmembrane receptor (rhodopsin family)
C20,37.75,NA,LOC105249142,zinc finger CCCH domain-containing protein 15 homolog,no,no,no,no,no,no,no,no,no,0,0,,"PF16543|DRG Family Regulatory Proteins, Tma46; PF18044|CCCH-type zinc finger"
C20,37.55,NA,LOC105254848,mevalonate kinase,no,no,no,no,no,no,no,no,no,0,0,GO:0005524|ATP binding,PF08544|GHMP kinases C terminal; PF00288|GHMP kinases N terminal domain
C20,37.54,NA,LOC105256593,isocitrate dehydrogenase,no,no,no,no,no,no,no,no,no,0,0,GO:0004450|isocitrate dehydrogenase (NADP+) activity; GO:0006102|isocitrate metabolic process; GO:0055114|oxidation-reduction process,PF00180|Isocitrate/isopropylmalate dehydrogenase
C20,37.51,NA,LOC105250389,cytochrome P450 4C1-like isoform X1,no,no,no,no,no,no,yes,no,no,0,1,"GO:0005506|iron ion binding; GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; GO:0020037|heme binding; GO:0055114|oxidation-reduction process",PF00067|Cytochrome P450
C20,37.5,NA,LOC105256305,probable DNA replication complex GINS protein PSF2,no,no,no,no,no,no,no,no,no,0,0,GO:0005634|nucleus; GO:0006260|DNA replication,PF05916|GINS complex protein
C20,37.49,NA,LOC105253604,uncharacterized protein LOC105253604,no,no,no,no,no,no,no,no,no,0,0,"GO:0016788|hydrolase activity, acting on ester bonds",PF01026|TatD related DNase
C20,37.48,NA,LOC105250724,nucleolar complex protein 3 homolog,no,no,no,no,no,no,no,yes,no,0,0,,PF07540|Nucleolar complex-associated protein; PF03914|CBF/Mak21 family
C20,37.38,NA,LOC112637783,,no,no,no,no,no,no,no,no,no,,,,
C20,37.3,NA,LOC105255808,NADH dehydrogenase,no,no,no,no,no,no,no,no,no,0,0,,PF05047|Mitochondrial ribosomal protein L51 / S25 / CI-B8 domain
C20,37.29,NA,LOC105250621,structural maintenance of chromosomes protein 1A,no,no,no,no,no,no,no,no,no,0,0,GO:0003682|chromatin binding; GO:0005515|protein binding; GO:0005524|ATP binding; GO:0006281|DNA repair; GO:0007064|mitotic sister chromatid cohesion; GO:0008278|cohesin complex,PF02463|RecF/RecN/SMC N terminal domain; PF06470|SMC proteins Flexible Hinge Domain
C20,37.24,NA,LOC112639244,,no,no,no,no,no,no,no,no,no,,,,
C20,37.21,NA,LOC105248082,uncharacterized protein LOC105248082,no,no,no,no,no,no,no,no,no,0,0,GO:0003735|structural constituent of ribosome; GO:0005840|ribosome; GO:0006412|translation,PF04758|Ribosomal protein S30
C20,37.05,NA,LOC105255437,uncharacterized protein LOC105255437,no,no,no,no,no,no,no,no,no,0,0,,
C20,37.04,NA,LOC105255078,60S ribosomal protein L36,no,no,no,no,no,no,no,no,no,0,0,GO:0003735|structural constituent of ribosome; GO:0005840|ribosome; GO:0006412|translation,PF01158|Ribosomal protein L36e
C20,37.01,NA,LOC105253887,mitochondrial import inner membrane translocase subunit Tim8 A,no,no,no,no,no,no,yes,no,no,0,0,GO:0005758|mitochondrial intermembrane space; GO:0072321|chaperone-mediated protein transport,PF02953|Tim10/DDP family zinc finger
C20,36.89,NA,LOC105250584,H/ACA ribonucleoprotein complex subunit GAR1 isoform X4,no,no,no,no,no,no,no,no,no,2,1,,
C20,36.89,NA,LOC105259018,alpha-soluble NSF attachment protein,no,no,no,no,no,no,no,no,no,0,0,GO:0006886|intracellular protein transport,"PF14938|Soluble NSF attachment protein, SNAP"
C20,36.87,NA,LOC105253842,condensin complex subunit 2,no,no,no,no,no,no,no,no,no,0,0,GO:0000796|condensin complex; GO:0007076|mitotic chromosome condensation,PF05786|Condensin complex subunit 2; PF05786|Condensin complex subunit 2
C20,36.87,NA,LOC105256531,transmembrane protein 203,no,no,no,no,no,no,no,no,no,0,3,,
C20,36.82,NA,LOC105256557,tRNA (uracil-5-)-methyltransferase homolog A isoform X2,no,no,no,no,no,no,no,no,no,0,0,GO:0006396|RNA processing; GO:0008173|RNA methyltransferase activity,PF05958|tRNA (Uracil-5-)-methyltransferase
C20,36.78,NA,LOC105248254,"39S ribosomal protein L19, mitochondrial",no,no,no,no,no,no,no,no,no,0,0,GO:0003735|structural constituent of ribosome; GO:0005840|ribosome; GO:0006412|translation,PF01245|Ribosomal protein L19
C20,36.78,NA,LOC105253772,"poly(A) RNA polymerase, mitochondrial",no,no,no,no,no,no,no,no,no,0,0,,PF03828|Cid1 family poly A polymerase; PF17797|RL domain
C20,36.71,NA,LOC105253867,coiled-coil domain-containing protein 25,no,no,no,no,no,no,yes,no,no,0,0,,PF05670|NFACT protein RNA binding domain
C20,36.68,NA,LOC105253047,uncharacterized protein LOC105253047 isoform X2,no,no,no,no,no,no,no,no,no,0,0,,
C20,36.67,NA,LOC105257035,protein lin-37 homolog,no,no,no,no,no,no,yes,no,no,0,0,GO:0017053|transcriptional repressor complex,PF15306|LIN37
C20,36.64,NA,LOC105252636,ribosome biogenesis protein BOP1 homolog,no,no,no,no,no,no,yes,no,no,0,0,GO:0005515|protein binding; GO:0006364|rRNA processing,"PF08145|BOP1NT (NUC169) domain; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat"
C20,36.56,NA,LOC105251473,nuclear speckle splicing regulatory protein 1,no,no,no,no,no,no,yes,no,no,0,0,,PF09745|Coiled-coil domain-containing protein 55 (DUF2040)
C20,36.52,NA,LOC105250708,uncharacterized protein LOC105250708,no,no,no,no,no,no,no,no,no,0,0,GO:0003779|actin binding; GO:0030036|actin cytoskeleton organization,PF02181|Formin Homology 2 Domain; PF06367|Diaphanous FH3 Domain
C20,36.51,NA,LOC105254747,uncharacterized protein LOC105254747 isoform X1,no,no,no,no,no,no,no,no,no,0,0,,
C20,36.46,NA,LOC105254141,mucin-5AC,no,no,no,no,no,no,no,no,yes,1,1,"GO:0006364|rRNA processing; GO:0030688|preribosome, small subunit precursor",PF01390|SEA domain
C20,36.43,NA,LOC105255774,clusterin-associated protein 1,no,no,no,no,no,no,no,no,no,0,0,,PF10234|Clusterin-associated protein-1
C20,36.41,NA,LOC105258598,INO80 complex subunit B,no,no,no,no,no,no,no,no,no,0,0,GO:0006338|chromatin remodeling; GO:0031011|Ino80 complex,PF04438|HIT zinc finger
C20,36.3,NA,LOC105249001,protein AF-9,no,no,no,no,no,no,no,no,no,0,0,"GO:0006355|regulation of transcription, DNA-templated",PF03366|YEATS family; PF17793|ANC1 homology domain (AHD)
C20,36.26,NA,LOC105251962,S1 RNA-binding domain-containing protein 1,no,no,no,no,no,no,no,no,no,0,0,GO:0003676|nucleic acid binding,PF12836|Helix-hairpin-helix motif; PF09371|Tex-like protein N-terminal domain; PF17674|HHH domain; PF16921|Tex protein YqgF-like domain; PF00575|S1 RNA binding domain
C20,36.11,NA,LOC105258507,thioredoxin domain-containing protein 5 homolog,no,no,no,no,no,no,no,no,no,1,0,GO:0045454|cell redox homeostasis,PF00085|Thioredoxin; PF00085|Thioredoxin; PF00085|Thioredoxin
C20,36.05,NA,LOC105255241,"3-ketoacyl-CoA thiolase, mitochondrial",no,no,no,no,no,no,no,no,no,0,0,"GO:0016747|transferase activity, transferring acyl groups other than amino-acyl groups","PF00108|Thiolase, N-terminal domain; PF02803|Thiolase, C-terminal domain"
C20,36.02,NA,LOC105250447,uncharacterized protein LOC105250447,no,no,no,no,no,no,no,no,no,0,0,GO:0003824|catalytic activity; GO:0009058|biosynthetic process,PF01467|Cytidylyltransferase-like
C20,35.99,NA,LOC105251219,inhibitor of nuclear factor kappa-B kinase subunit alpha isoform X1,no,no,no,no,no,no,no,no,yes,0,0,GO:0004672|protein kinase activity; GO:0005524|ATP binding; GO:0006468|protein phosphorylation,PF00069|Protein kinase domain
C20,35.99,NA,LOC105257909,"cGMP-dependent 3\',5\'-cyclic phosphodiesterase isoform X1",no,no,no,no,no,no,no,no,no,0,0,"GO:0004114|3',5'-cyclic-nucleotide phosphodiesterase activity; GO:0005515|protein binding; GO:0007165|signal transduction",PF00233|3'5'-cyclic nucleotide phosphodiesterase; PF01590|GAF domain
C20,35.94,NA,LOC105254308,serine/threonine-protein phosphatase 2A regulatory subunit B\'\' subunit gamma-like,no,no,no,no,no,no,no,no,no,0,0,GO:0035303|regulation of dephosphorylation,PF17958|EF-hand domain
C20,35.93,NA,LOC105256613,dnaJ homolog subfamily C member 1,no,no,no,no,no,no,no,no,no,1,3,,PF00226|DnaJ domain; PF00249|Myb-like DNA-binding domain
C20,35.88,NA,LOC105255941,peroxisome biogenesis factor 10,no,no,no,no,no,no,no,no,no,0,1,,PF13639|Ring finger domain; PF04757|Pex2 / Pex12 amino terminal region
C20,35.87,NA,LOC105256263,DNA repair protein XRCC4,no,no,no,no,no,no,yes,no,no,0,0,GO:0003677|DNA binding; GO:0005634|nucleus; GO:0006302|double-strand break repair; GO:0006310|DNA recombination,PF06632|DNA double-strand break repair and V(D)J recombination protein XRCC4
C20,35.82,NA,LOC105256137,tRNA-splicing endonuclease subunit Sen34 isoform X1,no,no,no,no,no,no,no,no,no,0,0,"GO:0000213|tRNA-intron endonuclease activity; GO:0006388|tRNA splicing, via endonucleolytic cleavage and ligation","PF01974|tRNA intron endonuclease, catalytic C-terminal domain"
C20,35.81,NA,LOC105249251,afadin- and alpha-actinin-binding protein-like,no,no,no,no,no,no,no,no,no,0,0,,PF11559|Afadin- and alpha -actinin-Binding
C20,35.74,NA,LOC105250829,protein argonaute-2 isoform X2,no,no,no,no,no,no,no,no,no,0,0,GO:0003676|nucleic acid binding; GO:0005515|protein binding,PF02170|PAZ domain; PF02171|Piwi domain; PF16488|Argonaute linker 2 domain; PF16486|N-terminal domain of argonaute; PF08699|Argonaute linker 1 domain
C20,35.7,NA,LOC105252454,vesicle transport through interaction with t-SNAREs homolog 1A,no,no,no,no,no,no,no,no,no,0,1,GO:0006886|intracellular protein transport; GO:0016020|membrane,PF05008|Vesicle transport v-SNARE protein N-terminus; PF12352|Snare region anchored in the vesicle membrane C-terminus
C20,35.65,NA,LOC105256284,N-glycosylase/DNA lyase,no,no,no,no,no,no,yes,no,yes,0,0,GO:0003684|damaged DNA binding; GO:0006284|base-excision repair; GO:0006289|nucleotide-excision repair; GO:0008534|oxidized purine nucleobase lesion DNA N-glycosylase activity,"PF07934|8-oxoguanine DNA glycosylase, N-terminal domain; PF00730|HhH-GPD superfamily base excision DNA repair protein"
C20,35.61,NA,LOC105251693,nuclear receptor-binding factor 2,no,no,no,no,no,no,no,no,no,0,0,GO:0006914|autophagy,PF17169|MIT domain of nuclear receptor-binding factor 2
C20,35.52,NA,LOC105250383,Hermansky-Pudlak syndrome 1 protein homolog isoform X2,no,no,no,no,no,no,no,no,no,0,0,,
C20,35.47,NA,LOC105252595,zinc finger CCHC domain-containing protein 10,no,no,no,no,no,no,no,no,no,0,0,,PF13917|Zinc knuckle
C20,35.42,NA,LOC112639939,"HIG1 domain family member 1A, mitochondrial-like",no,no,no,no,no,no,no,no,no,0,2,,PF04588|Hypoxia induced protein conserved region
C20,35.37,NA,LOC105249073,GDP-fucose protein O-fucosyltransferase 2,no,no,no,no,no,no,no,no,no,1,0,,PF10250|GDP-fucose protein O-fucosyltransferase
C20,35.37,NA,LOC105254697,tubulin-specific chaperone C,no,no,no,no,no,no,no,no,no,0,0,GO:0007023|post-chaperonin tubulin folding pathway; GO:0015631|tubulin binding,PF16752|Tubulin-specific chaperone C N-terminal domain; PF07986|Tubulin binding cofactor C
C20,35.33,NA,LOC105250734,jerky protein homolog-like,no,no,no,no,no,no,no,no,no,0,0,GO:0003676|nucleic acid binding,PF03221|Tc5 transposase DNA-binding domain; PF03184|DDE superfamily endonuclease
C20,35.25,NA,LOC105252312,uncharacterized protein LOC105252312,no,no,no,no,no,no,no,no,no,1,0,,PF06585|Haemolymph juvenile hormone binding protein (JHBP)
C20,35.18,NA,LOC105253339,zinc finger protein 652-like isoform X2,no,no,no,no,no,no,no,no,no,0,0,GO:0003676|nucleic acid binding,"PF13913|zinc-finger of a C2HC-type; PF00096|Zinc finger, C2H2 type; PF00096|Zinc finger, C2H2 type; PF00096|Zinc finger, C2H2 type; PF00096|Zinc finger, C2H2 type; PF00096|Zinc finger, C2H2 type; PF12874|Zinc-finger of C2H2 type"
