"gene_name","GOs","pfams","signalP","TMHMM","sc16a_ccl_up_down","sc16a_ccd_up_down","ccl_ccd_up_down"
"Ophio5|4634","GO:0008299|isoprenoid biosynthetic process","PF00348.12|polyprenyl_synt","",NA,"Down","Down","="
"Ophio5|4635","","PF00109.21|ketoacyl-synt","",NA,"Down","Down","="
"Ophio5|4636","","PF00109.21|ketoacyl-synt","",NA,"=","=","="
"Ophio5|4637","GO:0016491|oxidoreductase activity;GO:0055114|oxidation-reduction process;GO:0008152|metabolic process;GO:0008168|methyltransferase activity","PF00698.16|Acyl_transf_1;PF14765.1|PS-DH;PF08659.5|KR;PF08242.7|Methyltransf_12;PF00106.20|adh_short;PF13489.1|Methyltransf_23;PF13602.1|ADH_zinc_N_2;PF08241.7|Methyltransf_11;PF12847.2|Methyltransf_18;PF13847.1|Methyltransf_31;PF08240.7|ADH_N","",NA,"Up","Up","Down"
"Ophio5|4638","","","",NA,"Down","Down","Down"
"Ophio5|4639","","PF10033.4|ATG13","",NA,"Down","Down","Down"
"Ophio5|464","GO:0005506|iron ion binding;GO:0055114|oxidation-reduction process;GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;GO:0020037|heme binding","PF00067.17|p450;PF00067.17|p450","",NA,"Down","Down","Down"
"Ophio5|4640","GO:0006886|intracellular protein transport;GO:0005515|protein binding","PF00790.14|VHS;PF14604.1|SH3_9;PF00018.23|SH3_1;PF07653.12|SH3_2","",NA,"Down","Down","Down"
"Ophio5|4641","GO:0003676|nucleic acid binding;GO:0004386|helicase activity;GO:0005524|ATP binding;GO:0003677|DNA binding","PF00176.18|SNF2_N;PF00271.26|Helicase_C","",NA,"Down","Up","Up"
"Ophio5|4642","GO:0005622|intracellular;GO:0006810|transport","PF02136.15|NTF2","",NA,"Down","Down","Up"
"Ophio5|4643","","","",NA,"Down","Down","Up"
"Ophio5|4644","","","",NA,"Up","Down","Down"
"Ophio5|4645","","PF06775.9|Seipin","",2,"Down","Down","Down"
"Ophio5|4646","GO:0005515|protein binding","PF00611.18|FCH;PF00018.23|SH3_1;PF07653.12|SH3_2;PF14604.1|SH3_9","",NA,"Down","Up","Up"
"Ophio5|4647","","PF04054.10|Not1;PF12842.2|DUF3819","",NA,"Down","Down","Up"
"Ophio5|4648","","","",NA,"Up","Up","Down"
"Ophio5|4649","GO:0016272|prefoldin complex;GO:0051082|unfolded protein binding;GO:0006457|protein folding","PF01920.15|Prefoldin_2","",NA,"Down","Down","Up"
"Ophio5|465","","","",NA,"Down","Down","Up"
"Ophio5|4650","","PF08583.5|Cmc1","",NA,"Down","Up","Up"
"Ophio5|4651","GO:0016020|membrane","PF03647.8|Tmemb_14","",4,"Down","Up","Up"
"Ophio5|4652","GO:0004579|dolichyl-diphosphooligosaccharide-protein glycotransferase activity;GO:0016021|integral component of membrane;GO:0008250|oligosaccharyltransferase complex","PF02109.11|DAD","",2,"Down","Up","Up"
"Ophio5|4653","","PF04495.9|GRASP55_65","",NA,"Down","Up","Up"
"Ophio5|4654","","","",NA,"Down","Down","Up"
"Ophio5|4655","GO:0009452|7-methylguanosine RNA capping;GO:0008168|methyltransferase activity;GO:0001510|RNA methylation","PF09445.5|Methyltransf_15","",NA,"Down","Down","Up"
"Ophio5|4656","","","",NA,"Down","Down","Down"
"Ophio5|4657","GO:0005515|protein binding","PF13422.1|DUF4110;PF13415.1|Kelch_3;PF13415.1|Kelch_3;PF13418.1|Kelch_4;PF13418.1|Kelch_4;PF13854.1|Kelch_5;PF01344.20|Kelch_1","",NA,"Down","Up","Up"
"Ophio5|4658","","","",NA,"Down","Down","Up"
"Ophio5|4659","GO:0006508|proteolysis","PF01470.12|Peptidase_C15","",NA,"Up","Up","Down"
"Ophio5|466","","","",NA,"Up","Up","Down"
"Ophio5|4660","","PF13419.1|HAD_2;PF00702.21|Hydrolase;PF13242.1|Hydrolase_like","",NA,"Up","Up","Down"
"Ophio5|4661","","","",1,"Down","Down","Down"
"Ophio5|4662","","PF07798.6|DUF1640","",1,"Down","Up","Up"
"Ophio5|4663","","","",NA,"Down","Down","Up"
"Ophio5|4664","GO:0006886|intracellular protein transport;GO:0016192|vesicle-mediated transport","PF00637.15|Clathrin;PF00637.15|Clathrin;PF00637.15|Clathrin;PF00637.15|Clathrin;PF00637.15|Clathrin;PF00637.15|Clathrin;PF00637.15|Clathrin;PF01394.15|Clathrin_propel;PF13838.1|Clathrin_H_link","",NA,"Up","Down","Down"
"Ophio5|4665","","PF00134.18|Cyclin_N","",NA,"Down","Down","Up"
"Ophio5|4666","GO:0008138|protein tyrosine/serine/threonine phosphatase activity;GO:0006470|protein dephosphorylation","PF00782.15|DSPc","",NA,"Up","Down","Down"
"Ophio5|4667","GO:0016021|integral component of membrane","PF03661.8|UPF0121","",3,"Down","Down","Up"
"Ophio5|4668","GO:0005515|protein binding","PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40","",NA,"Up","Up","Down"
"Ophio5|4669","GO:0016791|phosphatase activity","PF12689.2|Acid_PPase","",NA,"Up","Up","Up"
"Ophio5|467","","","SignalP: has predicted secretion signal",NA,"Down","Up","Up"
"Ophio5|4670","","PF00650.15|CRAL_TRIO","",NA,"Up","Up","Down"
"Ophio5|4671","","","",3,"Down","Down","Up"
"Ophio5|4672","GO:0005524|ATP binding;GO:0004672|protein kinase activity;GO:0006468|protein phosphorylation","PF14479.1|HeLo;PF00069.20|Pkinase","",NA,"Down","Down","Down"
"Ophio5|4673","GO:0005515|protein binding;GO:0005524|ATP binding;GO:0004672|protein kinase activity;GO:0006468|protein phosphorylation","PF12796.2|Ank_2;PF12796.2|Ank_2;PF00069.20|Pkinase;PF00023.25|Ank;PF07714.12|Pkinase_Tyr;PF13637.1|Ank_4;PF13606.1|Ank_3","",NA,"Down","Down","Down"
"Ophio5|4674","","PF13668.1|Ferritin_2","SignalP: has predicted secretion signal",NA,"Down","Down","Up"
"Ophio5|4675","GO:0005576|extracellular region;GO:0009405|pathogenesis;GO:0003824|catalytic activity","PF01375.12|Enterotoxin_a","SignalP: has predicted secretion signal",NA,"Down","Down","Up"
"Ophio5|4676","GO:0005576|extracellular region;GO:0009405|pathogenesis;GO:0003824|catalytic activity","PF01375.12|Enterotoxin_a","SignalP: has predicted secretion signal",NA,"Down","Up","Up"
"Ophio5|4677","","PF13622.1|4HBT_3","",NA,"Up","Down","Down"
"Ophio5|4678","","","",NA,"Up","Up","Down"
"Ophio5|4679","GO:0005740|mitochondrial envelope;GO:0004129|cytochrome-c oxidase activity","PF01215.14|COX5B","",NA,"Down","Up","Up"
"Ophio5|468","GO:0005789|endoplasmic reticulum membrane;GO:0008484|sulfuric ester hydrolase activity;GO:0008152|metabolic process;GO:0016740|transferase activity;GO:0006506|GPI anchor biosynthetic process;GO:0003824|catalytic activity","PF04987.9|PigN;PF01663.17|Phosphodiest;PF00884.18|Sulfatase","",13,"Down","Down","Down"
"Ophio5|4680","","PF15377.1|DUF4604","",NA,"Up","Up","Down"
"Ophio5|4681","","","",1,"Down","Down","Down"
"Ophio5|4682","","PF05277.7|DUF726","",2,"Up","Down","Down"
"Ophio5|4683","GO:0032040|small-subunit processome","PF04900.7|Fcf1","",NA,"Up","Up","Up"
"Ophio5|4684","","PF01259.13|SAICAR_synt","",NA,"Up","Up","Down"
"Ophio5|4685","GO:0003824|catalytic activity","PF07228.7|SpoIIE","",NA,"Down","Down","Down"
"Ophio5|4686","GO:0009396|folic acid-containing compound biosynthetic process;GO:0055114|oxidation-reduction process;GO:0004488|methylenetetrahydrofolate dehydrogenase (NADP+) activity;GO:0003824|catalytic activity","PF00763.18|THF_DHG_CYH;PF02882.14|THF_DHG_CYH_C","",NA,"Down","Down","Up"
"Ophio5|4687","","","",NA,"Up","Down","Down"
"Ophio5|4688","","","",NA,"Up","Down","Down"
"Ophio5|4689","","PF12697.2|Abhydrolase_6;PF12695.2|Abhydrolase_5","SignalP: has predicted secretion signal",NA,"Down","Down","Down"
"Ophio5|469","GO:0016491|oxidoreductase activity;GO:0016614|oxidoreductase activity, acting on CH-OH group of donors;GO:0055114|oxidation-reduction process;GO:0050660|flavin adenine dinucleotide binding","PF00732.14|GMC_oxred_N;PF01266.19|DAO;PF00890.19|FAD_binding_2;PF13450.1|NAD_binding_8;PF01494.14|FAD_binding_3","",NA,"Up","Up","Down"
"Ophio5|4690","","","",NA,"Down","Down","="
"Ophio5|4691","GO:0016491|oxidoreductase activity;GO:0008270|zinc ion binding;GO:0055114|oxidation-reduction process","PF08240.7|ADH_N;PF00107.21|ADH_zinc_N","",NA,"Down","Down","Down"
"Ophio5|4692","","PF00248.16|Aldo_ket_red","",NA,"Down","Down","Down"
"Ophio5|4693","GO:0016020|membrane;GO:0005515|protein binding","PF05739.14|SNARE;PF00804.20|Syntaxin","",1,"Up","Down","Down"
"Ophio5|4694","","","",NA,"Down","Down","Down"
"Ophio5|4695","GO:0016021|integral component of membrane;GO:0055085|transmembrane transport","PF07690.11|MFS_1","",8,"Down","Down","Down"
"Ophio5|4696","","","SignalP: has predicted secretion signal; SSP: small secreted protein",NA,"Down","Up","Up"
"Ophio5|4697","","","",NA,"=","Up","Up"
"Ophio5|4698","GO:0022857|transmembrane transporter activity;GO:0016021|integral component of membrane;GO:0055085|transmembrane transport","PF00083.19|Sugar_tr;PF07690.11|MFS_1","",12,"Down","Down","Up"
"Ophio5|4699","","PF12157.3|DUF3591","",NA,"Down","Down","Up"
"Ophio5|47","","","",NA,"Up","Up","Up"
"Ophio5|470","GO:0008017|microtubule binding;GO:0005524|ATP binding;GO:0003777|microtubule motor activity;GO:0007018|microtubule-based movement","PF00225.18|Kinesin","",NA,"Up","Up","Down"
"Ophio5|4700","","","SignalP: has predicted secretion signal",3,"Down","Down","Down"
"Ophio5|4701","","","",NA,"Down","Down","Down"
"Ophio5|4702","","","",NA,"Up","Down","Down"
"Ophio5|4703","","PF13489.1|Methyltransf_23;PF12847.2|Methyltransf_18","",NA,"Up","Down","Down"
"Ophio5|4704","GO:0005506|iron ion binding;GO:0055114|oxidation-reduction process;GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;GO:0020037|heme binding","PF00067.17|p450","",NA,"Up","Up","Down"
"Ophio5|4705","GO:0016459|myosin complex;GO:0003774|motor activity;GO:0005524|ATP binding","PF00063.16|Myosin_head;PF00063.16|Myosin_head;PF00063.16|Myosin_head;PF01576.14|Myosin_tail_1","",NA,"Down","Up","Up"
"Ophio5|4706","","","",NA,"Up","Down","Down"
"Ophio5|4707","GO:0006629|lipid metabolic process","PF04083.11|Abhydro_lipase;PF00561.15|Abhydrolase_1;PF12697.2|Abhydrolase_6;PF12695.2|Abhydrolase_5","",NA,"Up","Up","Down"
"Ophio5|4708","","","",NA,"Down","Down","Down"
"Ophio5|4709","","PF10203.4|Pet191_N","",NA,"Down","Down","Up"
"Ophio5|471","","PF01753.13|zf-MYND","",NA,"Up","Down","Down"
"Ophio5|4710","GO:0016787|hydrolase activity","PF00149.23|Metallophos;PF12850.2|Metallophos_2","",1,"Down","Down","Up"
"Ophio5|4711","GO:0008152|metabolic process","PF00266.14|Aminotran_5","",NA,"Up","Up","Down"
"Ophio5|4712","GO:0016592|mediator complex;GO:0001104|RNA polymerase II transcription cofactor activity;GO:0006357|regulation of transcription from RNA polymerase II promoter","PF07544.8|Med9","",NA,"Up","Down","Down"
"Ophio5|4713","","PF07986.7|TBCC","",NA,"Down","Down","Down"
"Ophio5|4714","GO:0016021|integral component of membrane;GO:0006506|GPI anchor biosynthetic process;GO:0017176|phosphatidylinositol N-acetylglucosaminyltransferase activity","PF05024.10|Gpi1","",6,"Down","Down","Down"
"Ophio5|4715","","","",1,"Down","Down","Up"
"Ophio5|4716","GO:0045454|cell redox homeostasis","PF00085.15|Thioredoxin","",NA,"Down","Down","Up"
"Ophio5|4717","","PF05254.7|UPF0203","",NA,"Down","Down","Up"
"Ophio5|4718","","","",NA,"Up","Up","Down"
"Ophio5|4719","","","",NA,"Down","Down","Down"
"Ophio5|472","GO:0005515|protein binding","PF00400.27|WD40;PF00400.27|WD40","",NA,"Down","Down","Down"
"Ophio5|4720","","PF12597.3|DUF3767","",NA,"Up","Up","Up"
"Ophio5|4721","GO:0008270|zinc ion binding;GO:0003677|DNA binding;GO:0005634|nucleus;GO:0003887|DNA-directed DNA polymerase activity;GO:0000166|nucleotide binding;GO:0006260|DNA replication","PF08490.7|DUF1744;PF03104.14|DNA_pol_B_exo1;PF00136.16|DNA_pol_B;PF10108.4|DNA_pol_B_exo2","",NA,"Up","Up","Down"
"Ophio5|4722","GO:0005975|carbohydrate metabolic process","PF00923.14|Transaldolase","",NA,"Down","Down","Up"
"Ophio5|4723","GO:0003676|nucleic acid binding;GO:0016788|hydrolase activity, acting on ester bonds","PF00565.12|SNase;PF00565.12|SNase;PF00565.12|SNase;PF00565.12|SNase","",NA,"Down","Down","Down"
"Ophio5|4724","","","",NA,"Up","Down","Down"
"Ophio5|4725","GO:0046872|metal ion binding;GO:0055114|oxidation-reduction process;GO:0006801|superoxide metabolic process","PF00080.15|Sod_Cu","",NA,"Down","Down","Up"
"Ophio5|4726","GO:0005506|iron ion binding;GO:0055114|oxidation-reduction process;GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;GO:0020037|heme binding","PF00067.17|p450","",NA,"Down","Down","Up"
"Ophio5|4727","GO:0005506|iron ion binding;GO:0055114|oxidation-reduction process;GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;GO:0020037|heme binding","PF00067.17|p450","",NA,"Down","Down","Down"
"Ophio5|4728","GO:0035023|regulation of Rho protein signal transduction;GO:0005089|Rho guanyl-nucleotide exchange factor activity;GO:0005083|small GTPase regulator activity","PF00780.17|CNH;PF00621.15|RhoGEF;PF15405.1|PH_5","",NA,"Down","Down","Up"
"Ophio5|4729","GO:0006850|mitochondrial pyruvate transport;GO:0005743|mitochondrial inner membrane","PF03650.8|MPC","",1,"Up","Up","Up"
"Ophio5|473","GO:0046872|metal ion binding","PF02862.12|DDHD","",NA,"Down","Down","Down"
"Ophio5|4730","GO:0005975|carbohydrate metabolic process;GO:0004553|hydrolase activity, hydrolyzing O-glycosyl compounds","PF00722.16|Glyco_hydro_16","SignalP: has predicted secretion signal",NA,"Up","Up","Up"
"Ophio5|4731","GO:0005694|chromosome;GO:0003677|DNA binding;GO:0003918|DNA topoisomerase type II (ATP-hydrolyzing) activity;GO:0003917|DNA topoisomerase type I activity;GO:0006265|DNA topological change","PF02919.10|Topoisom_I_N;PF01028.15|Topoisom_I;PF14370.1|Topo_C_assoc","",NA,"Up","Up","Down"
"Ophio5|4732","GO:0045261|proton-transporting ATP synthase complex, catalytic core F(1);GO:0015986|ATP synthesis coupled proton transport;GO:0046961|proton-transporting ATPase activity, rotational mechanism;GO:0046933|proton-transporting ATP synthase activity, rotational mechanism","PF00231.14|ATP-synt","",NA,"Down","Up","Up"
"Ophio5|4733","GO:0016491|oxidoreductase activity;GO:0055114|oxidation-reduction process;GO:0005515|protein binding","PF01593.19|Amino_oxidase;PF04433.12|SWIRM;PF13450.1|NAD_binding_8;PF09011.5|HMG_box_2;PF00505.14|HMG_box","",NA,"Up","Up","Down"
"Ophio5|4734","GO:0006904|vesicle docking involved in exocytosis;GO:0016192|vesicle-mediated transport","PF00995.18|Sec1","",1,"Down","Down","Up"
"Ophio5|4735","GO:0016881|acid-amino acid ligase activity;GO:0005515|protein binding;GO:0006464|cellular protein modification process;GO:0015031|protein transport","PF00179.21|UQ_con;PF14461.1|Prok-E2_B;PF05773.17|RWD;PF05743.8|UEV","",NA,"Up","Up","Up"
"Ophio5|4736","GO:0005524|ATP binding;GO:0004672|protein kinase activity;GO:0006468|protein phosphorylation","PF00069.20|Pkinase;PF07714.12|Pkinase_Tyr","",NA,"Down","Down","Up"
"Ophio5|4737","","","",NA,"Down","Down","Down"
"Ophio5|4738","","","",NA,"Up","Up","Down"
"Ophio5|4739","GO:0006281|DNA repair;GO:0016887|ATPase activity;GO:0005524|ATP binding;GO:0009378|four-way junction helicase activity;GO:0006310|DNA recombination","PF00004.24|AAA;PF00004.24|AAA;PF02359.13|CDC48_N;PF07724.9|AAA_2;PF05496.7|RuvB_N;PF05496.7|RuvB_N;PF07728.9|AAA_5;PF02933.12|CDC48_2","",NA,"Down","Down","Up"
"Ophio5|474","","","",NA,"Down","Down","Down"
"Ophio5|4740","","PF08433.5|KTI12","",NA,"Down","Down","Up"
"Ophio5|4741","","PF06985.6|HET","",NA,"Up","Up","Down"
"Ophio5|4742","","PF08590.5|DUF1771;PF01713.16|Smr","",NA,"Down","Down","Down"
"Ophio5|4743","","","SignalP: has predicted secretion signal; SSP: small secreted protein",NA,"Up","Up","Down"
"Ophio5|4744","GO:0016491|oxidoreductase activity;GO:0008152|metabolic process","PF00106.20|adh_short;PF13561.1|adh_short_C2;PF08659.5|KR","",NA,"Up","Down","Down"
"Ophio5|4745","","","SignalP: has predicted secretion signal; SSP: small secreted protein",NA,"Down","Down","Down"
"Ophio5|4746","","","SignalP: has predicted secretion signal",NA,"Down","Down","Down"
"Ophio5|4747","","","",NA,"Down","Down","Up"
"Ophio5|4748","","PF00668.15|Condensation","",NA,"Up","Up","Down"
"Ophio5|4749","","PF06687.7|SUR7","",4,"Down","Down","Up"
"Ophio5|475","GO:0005515|protein binding","PF00307.26|CH;PF00307.26|CH;PF00307.26|CH;PF00307.26|CH","",NA,"Down","Down","Up"
"Ophio5|4750","GO:0005524|ATP binding","PF00288.21|GHMP_kinases_N","",NA,"Down","Up","Up"
"Ophio5|4751","","","",NA,"Down","Down","Up"
"Ophio5|4752","","","",NA,"Up","Down","Down"
"Ophio5|4753","GO:0000155|phosphorelay sensor kinase activity;GO:0000160|phosphorelay signal transduction system;GO:0016020|membrane;GO:0005524|ATP binding;GO:0000156|phosphorelay response regulator activity;GO:0007165|signal transduction","PF00072.19|Response_reg;PF02518.21|HATPase_c;PF00512.20|HisKA","",1,"Down","Up","Up"
"Ophio5|4754","GO:0003856|3-dehydroquinate synthase activity;GO:0009073|aromatic amino acid family biosynthetic process","PF01761.15|DHQ_synthase;PF13685.1|Fe-ADH_2","",NA,"Down","Down","Down"
"Ophio5|4755","GO:0008171|O-methyltransferase activity","PF01596.12|Methyltransf_3;PF13578.1|Methyltransf_24","",NA,"Down","Down","Down"
"Ophio5|4756","","PF13535.1|ATP-grasp_4","",2,"Down","Down","Down"
"Ophio5|4757","","PF13279.1|4HBT_2","",2,"Up","Up","Down"
"Ophio5|4758","","","",NA,"Down","Down","Up"
"Ophio5|4759","GO:0005515|protein binding","PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40","",NA,"Up","Up","Up"
"Ophio5|476","","PF03062.14|MBOAT","",6,"Down","Down","Down"
"Ophio5|4760","","","",NA,"Down","Down","Up"
"Ophio5|4761","GO:0016787|hydrolase activity","PF02230.11|Abhydrolase_2;PF12695.2|Abhydrolase_5;PF12697.2|Abhydrolase_6;PF01738.13|DLH","",NA,"Up","Up","Down"
"Ophio5|4762","","PF03226.9|Yippee-Mis18","",NA,"Down","Up","Up"
"Ophio5|4763","","PF00576.16|Transthyretin","",NA,"Down","Up","Up"
"Ophio5|4764","","","",NA,"Up","Up","Down"
"Ophio5|4765","GO:0016020|membrane","PF03381.10|CDC50","",2,"Up","Up","Down"
"Ophio5|4766","","PF08644.6|SPT16;PF14826.1|FACT-Spt16_Nlob;PF00557.19|Peptidase_M24;PF08512.7|Rtt106","",NA,"Up","Up","Down"
"Ophio5|4767","","","",NA,"Down","Down","Up"
"Ophio5|4768","GO:0051920|peroxiredoxin activity;GO:0055114|oxidation-reduction process","PF02627.15|CMD","",NA,"Up","Up","Up"
"Ophio5|4769","","","SignalP: has predicted secretion signal",2,"Up","Up","Down"
"Ophio5|477","GO:0003676|nucleic acid binding","PF00076.17|RRM_1;PF14259.1|RRM_6;PF13893.1|RRM_5","",NA,"Up","Up","Up"
"Ophio5|4770","GO:0009103|lipopolysaccharide biosynthetic process;GO:0004672|protein kinase activity;GO:0016020|membrane;GO:0005524|ATP binding;GO:0006468|protein phosphorylation;GO:0016773|phosphotransferase activity, alcohol group as acceptor","PF06293.9|Kdo;PF00069.20|Pkinase;PF07714.12|Pkinase_Tyr","",NA,"Up","Up","Down"
"Ophio5|4771","","PF00248.16|Aldo_ket_red","",NA,"Up","Up","Down"
"Ophio5|4772","","PF01217.15|Clat_adaptor_s","",NA,"Up","Up","Down"
"Ophio5|4773","","","",NA,"Up","Up","Down"
"Ophio5|4774","GO:0016480|negative regulation of transcription from RNA polymerase III promoter","PF09174.5|Maf1","",NA,"Up","Up","Down"
"Ophio5|4775","","PF09794.4|Avl9","",NA,"Up","Up","Up"
"Ophio5|4776","GO:0031683|G-protein beta/gamma-subunit complex binding;GO:0019001|guanyl nucleotide binding;GO:0005525|GTP binding;GO:0004871|signal transducer activity;GO:0003924|GTPase activity;GO:0007186|G-protein coupled receptor signaling pathway","PF00503.15|G-alpha;PF00025.16|Arf","",NA,"Down","Down","Up"
"Ophio5|4777","","","",NA,"Down","Down","Down"
"Ophio5|4778","GO:0005975|carbohydrate metabolic process;GO:0008184|glycogen phosphorylase activity","PF00343.15|Phosphorylase","",NA,"Down","Down","Down"
"Ophio5|4779","","","",NA,"Down","Down","Up"
"Ophio5|478","","PF00153.22|Mito_carr;PF00153.22|Mito_carr;PF00153.22|Mito_carr","",NA,"Up","Down","Down"
"Ophio5|4780","","","",NA,"Up","Down","Down"
"Ophio5|4781","GO:0009103|lipopolysaccharide biosynthetic process;GO:0005524|ATP binding;GO:0016020|membrane;GO:0004672|protein kinase activity;GO:0006468|protein phosphorylation;GO:0016773|phosphotransferase activity, alcohol group as acceptor","PF00069.20|Pkinase;PF07714.12|Pkinase_Tyr;PF06293.9|Kdo","",NA,"Up","Down","Down"
"Ophio5|4782","","","SignalP: has predicted secretion signal; SSP: small secreted protein",1,"Down","Down","Down"
"Ophio5|4783","","PF07510.6|DUF1524","",NA,"Up","Up","Down"
"Ophio5|4784","GO:0005515|protein binding","PF00023.25|Ank","",NA,"Down","Down","Down"
"Ophio5|4785","GO:0006511|ubiquitin-dependent protein catabolic process","PF00443.24|UCH;PF13423.1|UCH_1;PF13423.1|UCH_1;PF13446.1|RPT;PF13446.1|RPT","",NA,"Up","Up","Down"
