"ophio_gene","beau_gene","ophio_desc","beau_desc","ophcf2_protein","beau_protein","evalue_ab","bitscore_ab","evalue_ba","bitscore_ba"
"GQ602_004180","BBA_07519","NHL repeat-containing protein","glucose sorbosone dehydrogenase","KAF4587487.1","XP_008600838.1",8.89e-140,404,2.09e-139,402
"GQ602_004181","BBA_01502","positive regulator of purine utilization","fungal specific transcription factor","KAF4587488.1","XP_008594821.1",0,806,0,798
"GQ602_004182","BBA_01501","MFS multidrug transporter","major facilitator superfamily transporter","KAF4587489.1","XP_008594820.1",0,785,0,756
"GQ602_004183","BBA_01500","DUF1014 domain protein","DUF1014 domain protein","KAF4587490.1","XP_008594819.1",7.03e-86,256,3.32e-97,283
"GQ602_004184","BBA_01498","ubiquitin-conjugating enzyme","ubiquitin-conjugating enzyme","KAF4587491.1","XP_008594817.1",2.33e-106,312,1.74e-106,312
"GQ602_004185","BBA_01365","Lysophospholipase like protein","patatin-like phospholipase","KAF4587492.1","XP_008594684.1",0,2039,0,2036
"GQ602_004186","BBA_01364","family, ATP binding protein","ATP-binding domain 1 family member B","KAF4587493.1","XP_008594683.1",0,598,0,621
"GQ602_004187","BBA_01363","Rpp14 family","Rpp14/Pop5 family protein","KAF4587494.1","XP_008594682.1",1.53e-73,217,1.18e-73,217
"GQ602_004188","BBA_05194","gephyrin","molybdenum cofactor synthesis domain-containing protein","KAF4587495.1","XP_008598513.1",0,970,0,976
"GQ602_004189","BBA_05193","V-type H+-transporting ATPase 21kDa proteolipid subunit","vacuolar ATP synthase 20 kDa proteolipid subunit","KAF4587496.1","XP_008598512.1",2.82e-111,315,1.46e-107,305
"GQ602_004190","BBA_05190","transcription initiation factor TFIIA small subunit","transcription initiation factor IIA","KAF4587497.1","XP_008598509.1",2.08e-74,214,1.5e-74,214
"GQ602_004192","BBA_05188","voltage-gated chloride channel","voltage gated chloride channel","KAF4587499.1","XP_008598507.1",0,1291,0,1216
"GQ602_004193","BBA_05187","Histone-like transcription factor and archaeal histone family protein","histone-like transcription factor and archaeal histone","KAF4587500.1","XP_008598506.1",3.71e-67,202,3.63e-70,209
"GQ602_004194","BBA_05186","U2 small nuclear ribonucleoprotein A\\'","U2 small nuclear ribonucleoprotein A","KAF4587501.1","XP_008598505.1",4.65e-127,358,3.35e-127,358
"GQ602_004195","BBA_06905","phosphoinositide 3-kinase regulatory subunit 4","phosphoinositide 3-kinase regulatory subunit 4","KAF4587502.1","XP_008600224.1",0,2176,0,2186
"GQ602_004196","BBA_06904","hypothetical protein GQ602_004196","hypothetical protein BBA_06904","KAF4587503.1","XP_008600223.1",1.21e-20,90.5,1.69e-23,98.2
"GQ602_004197","BBA_06903","hypothetical protein GQ602_004197","FMN-binding split barrel-related protein","KAF4587504.1","XP_008600222.1",6.9e-95,279,5.38e-95,279
"GQ602_004198","BBA_06902","Zn(II)2Cys6 transcription factor","fungal specific transcription factor","KAF4587505.1","XP_008600221.1",0,916,0,898
"GQ602_004200","BBA_06900","Cut9 interacting protein Scn1","Cut9-interacting protein scn1","KAF4587507.1","XP_008600219.1",1.36e-121,358,1.46e-128,375
"GQ602_004201","BBA_06897","hypothetical protein GQ602_004201","hypothetical protein BBA_06897","KAF4587508.1","XP_008600216.1",7.45e-62,195,2.17e-50,165
"GQ602_004202","BBA_06896","kinetochore protein SPC24","putative kinetochore protein spc24","KAF4587509.1","XP_008600215.1",1.88e-68,206,1.29e-90,262
"GQ602_004203","BBA_06895","Tetratricopeptide repeat 11 Fission 1 protein","mitochondrial fission 1 protein","KAF4587510.1","XP_008600214.1",7.81e-93,264,5.58e-93,264
"GQ602_004204","BBA_06894","Cell division control protein 3","Cell division/GTP binding protein","KAF4587511.1","XP_008600213.1",0,814,0,814
"GQ602_004205","BBA_06893","ferrochelatase, mitochondrial precursor","ferrochelatase-like protein","KAF4587512.1","XP_008600212.1",0,650,0,667
"GQ602_004206","BBA_06892","ATP-dependent DNA helicase II subunit 1","ku70 protein","KAF4587513.1","XP_008600211.1",0,930,0,912
"GQ602_004208","BBA_06889","pentatricopeptide repeat protein","pentatricopeptide repeat domain-containing protein","KAF4587515.1","XP_008600208.1",3.4e-74,245,7.75e-73,241
"GQ602_004209","BBA_06888","hypothetical protein GQ602_004209","small nuclear ribonucleoprotein","KAF4587516.1","XP_008600207.1",1.07e-31,107,6.47e-31,105
"GQ602_004210","BBA_06887","Fatty acid synthase subunit alpha","fatty acid synthase subunit alpha","KAF4587517.1","XP_008600206.1",0,3331,0,3350
"GQ602_004211","BBA_06886","fatty acid synthase beta subunit dehydratase","acyl transferase domain-containing protein","KAF4587518.1","XP_008600205.1",0,3703,0,3703
"GQ602_004212","BBA_06885","guanine deaminase","guanine deaminase","KAF4587519.1","XP_008600204.1",0,624,0,624
"GQ602_004215","BBA_06883","nitrogen assimilation transcription factor nirA","pathway-specific nitrogen regulator","KAF4587522.1","XP_008600202.1",0,984,0,945
"GQ602_004216","BBA_06882","30S ribosomal subunit S4","S4 domain-containing protein","KAF4587523.1","XP_008600201.1",5.34e-144,421,4.87e-148,431
"GQ602_004217","BBA_06881","Chromosome transmission fidelity protein 18","ATPase protein","KAF4587524.1","XP_008600200.1",0,889,0,912
"GQ602_004218","BBA_06880","cytochrome b2, mitochondrial precursor","FMN-dependent dehydrogenase","KAF4587525.1","XP_008600199.1",0,801,0,801
"GQ602_004219","BBA_06879","Vacuolar protein-sorting protein BRO1","BRO1-like domain-containing protein","KAF4587526.1","XP_008600198.1",0,1357,0,1345
"GQ602_004220","BBA_06877","Phospholipase D","phospholipase PldA, putative","KAF4587527.1","XP_008600196.1",0,1398,0,1398
"GQ602_004221","BBA_06870","HET-C2-like protein","Glycolipid transfer protein","KAF4587528.1","XP_008600189.1",8.42e-121,339,6.02e-121,339
"GQ602_004222","BBA_00934","hypothetical protein GQ602_004222","sterigmatocystin 8-O-methyltransferase","KAF4587529.1","XP_008594253.1",9.83e-29,115,3.44e-30,119
"GQ602_004223","BBA_06871","Alpha/beta hydrolase fold-3","lipase-like protein","KAF4587530.1","XP_008600190.1",6.3e-154,443,4.11e-154,443
"GQ602_004224","BBA_06872","aspartate-tRNA ligase","aspartyl-tRNA synthetase","KAF4587531.1","XP_008600191.1",0,1291,0,1292
"GQ602_004227","BBA_06874","mitochondrial 54S ribosomal protein YmL3","54S ribosomal protein L3","KAF4587534.1","XP_008600193.1",3.35e-152,433,7.74e-150,427
"GQ602_004228","BBA_06875","cytosolic phospholipase A2 zeta","cytosolic phospholipase A2 zeta","KAF4587535.1","XP_008600194.1",0,916,0,924
"GQ602_004230","BBA_06865","acid phosphatase-like protein","hypothetical protein BBA_06865","KAF4587537.1","XP_008600184.1",3.71e-61,188,1.59e-62,191
"GQ602_004231","BBA_08681","acetylglutamate synthase","amino-acid N-acetyltransferase","KAF4587538.1","XP_008602000.1",0,617,0,619
"GQ602_004232","BBA_06864","histidine acid phosphatase","histidine acid phosphatase","KAF4587539.1","XP_008600183.1",6.52e-172,491,2.69e-175,499
"GQ602_004233","BBA_06863","acid phosphatase-like protein","hypothetical protein BBA_06863","KAF4587540.1","XP_008600182.1",4.93e-27,110,2.77e-27,111
"GQ602_004234","BBA_06860","ribosome biogenesis protein Urb1","ribosome biogenesis protein Urb1","KAF4587541.1","XP_008600179.1",0,1221,0,1165
"GQ602_004235","BBA_06859","class V chitin synthase","class V chitin synthase","KAF4587542.1","XP_008600178.1",0,3071,0,3063
"GQ602_004236","BBA_06858","class VII chitin synthase","ChsVb-like protein","KAF4587543.1","XP_008600177.1",0,1697,0,1719
"GQ602_004237","BBA_06856","Proteinase inhibitor, propeptide","peptidase inhibitor I9","KAF4587544.1","XP_008600175.1",4.08e-28,95.9,4.6e-28,95.9
"GQ602_004238","BBA_06857","pyruvate dehydrogenase kinase","Branched-chain alpha-ketoacid dehydrogenase kinase","KAF4587545.1","XP_008600176.1",0,569,0,609
"GQ602_004239","BBA_06850","TBC domain-containing protein","GTPase-activating protein gyp10","KAF4587546.1","XP_008600169.1",1.91e-129,376,1.46e-129,376
"GQ602_004240","BBA_06851","Vps52 / Sac2 family protein","Vps52/Sac2 family protein","KAF4587547.1","XP_008600170.1",0,872,0,871
"GQ602_004242","BBA_06852","RNA polymerase I-specific transcription initiation factor rrn7","eukaryotic translation initiation factor 5A","KAF4587549.1","XP_008600171.1",2.48e-82,271,1.57e-89,291
"GQ602_004245","BBA_06853","Yip1 domain family","Yip1 domain-containing protein","KAF4587552.1","XP_008600172.1",1.41e-163,454,6.74e-163,452
"GQ602_004247","BBA_06855","cytochrome P450 61","Cytochrome P450 CYP61A1","KAF4587554.1","XP_008600174.1",0,920,0,920
"GQ602_004248","BBA_06849","thermotolerance protein","thermotolerance protein","KAF4587555.1","XP_008600168.1",0,1172,0,1109
"GQ602_004249","BBA_06848","Eukaryotic translation initiation factor 5B","translation initiation factor aIF-2","KAF4587556.1","XP_008600167.1",0,1113,0,1329
"GQ602_004250","BBA_06842","DEAD/DEAH box helicase","nuclear protein export protein Yrb2","KAF4587557.1","XP_008600161.1",1.04e-102,315,2.8e-105,322
"GQ602_004252","BBA_09969","tryptophanyl-tRNA synthetase","tryptophanyl-tRNA synthetase","KAF4587559.1","XP_008603288.1",4.76e-143,406,3.11e-143,406
"GQ602_004253","BBA_09981","C2H2 type zinc finger domain-containing protein","C2H2 type zinc finger domain-containing protein","KAF4587560.1","XP_008603300.1",1.7e-54,187,7.36e-49,172
"GQ602_004254","BBA_09980","cysteine protease PalB","PALB protein","KAF4587561.1","XP_008603299.1",0,962,0,978
"GQ602_004256","BBA_09975","meiosis protein MEI2","RNA recognition domain-containing protein 2","KAF4587563.1","XP_008603294.1",1.31e-145,433,1.46e-145,432
"GQ602_004257","BBA_08332","1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase","ARD/ARD\\' family protein","KAF4587564.1","XP_008601651.1",3.36e-84,244,2.43e-84,244
"GQ602_004258","BBA_09979","hypothetical protein GQ602_004258","peroxisomal carrier protein, putative","KAF4587565.1","XP_008603298.1",1.16e-125,362,3.1e-124,358
"GQ602_004260","BBA_08336","CaaX prenyl protease","CAAX amino terminal protease","KAF4587567.1","XP_008601655.1",8.27e-31,110,1.25e-30,110
"GQ602_004261","BBA_01606","homoisocitrate dehydrogenase","isocitrate/isopropylmalate dehydrogenase","KAF4587568.1","XP_008594925.1",3.36e-140,397,3.26e-140,397
"GQ602_004262","BBA_09972","rRNA-processing protein fcf2","nucleolus protein required for cell viability","KAF4587569.1","XP_008603291.1",1.03e-24,92.4,9.56e-25,92.4
"GQ602_004263","BBA_08683","putative NADH-ubiquinone oxidoreductase","NADH-ubiquinone oxidoreductase 29.9 kDa subunit","KAF4587570.1","XP_008602002.1",1.91e-18,76.6,2.32e-23,89.7
"GQ602_004265","BBA_07135","cutinase transcription factor 1 alpha","fungal specific transcription factor","KAF4587572.1","XP_008600454.1",1.7e-46,171,8.07e-44,163
"GQ602_004266","BBA_09973","CCAAT-binding protein subunit HAP5","CCAAT-binding protein subunit HAP5","KAF4587573.1","XP_008603292.1",6.21e-72,216,1.18e-79,236
"GQ602_004267","BBA_09974","exocyst complex component Sec15","Exocyst complex subunit Sec15","KAF4587574.1","XP_008603293.1",0,1204,0,1204
"GQ602_004268","BBA_00528","short-chain dehydrogenase","short chain dehydrogenase","KAF4587575.1","XP_008593847.1",9.22e-126,358,8.38e-126,358
"GQ602_004269","BBA_06847","Heat shock protein Hsp88","heat shock protein","KAF4587576.1","XP_008600166.1",0,1112,0,1128
"GQ602_004271","BBA_01600","ER-derived vesicles protein ERV14","cornichon protein","KAF4587578.1","XP_008594919.1",1.51e-82,237,1.18e-82,237
"GQ602_004274","BBA_10037","Pentafunctional AROM polypeptide","pentafunctional AROM polypeptide","KAF4587581.1","XP_008603356.1",0,2021,0,2008
"GQ602_004276","BBA_05125","DNA-directed RNA polymerase I subunit RPA1","RNA polymerase Rpb1","KAF4587583.1","XP_008598444.1",0,1592,0,1597
"GQ602_004277","BBA_01616","hypothetical protein GQ602_004277","ABC-2 type transporter","KAF4587584.1","XP_008594935.1",0,1578,0,1590
"GQ602_004278","BBA_01617","hypothetical protein GQ602_004278","hypothetical protein BBA_01617","KAF4587585.1","XP_008594936.1",8.57e-65,204,2.48e-67,209
"GQ602_004279","BBA_10033","hypothetical protein GQ602_004279","pre-mRNA processing factor 3","KAF4587586.1","XP_008603352.1",0,619,0,621
"GQ602_004280","BBA_01601","methionyl aminopeptidase","methionine aminopeptidase","KAF4587587.1","XP_008594920.1",0,614,0,625
"GQ602_004281","BBA_08089","RNA polymerase II transcription factor related protein","TFIIH p62 subunit domain-containing protein","KAF4587588.1","XP_008601408.1",0,827,0,822
"GQ602_004283","BBA_10030","Dual specificity phosphatase","dual specificity phosphatase","KAF4587590.1","XP_008603349.1",8.53e-169,488,1.02e-168,488
"GQ602_004284","BBA_10029","protein-vacuolar targeting protein Atg18","protein-vacuolar targeting protein Atg18","KAF4587591.1","XP_008603348.1",0,751,0,744
"GQ602_004286","BBA_08088","2-oxoglutarate dehydrogenase E1 component","oxoglutarate dehydrogenase","KAF4587593.1","XP_008601407.1",0,1924,0,1904
"GQ602_004288","BBA_10031","DNA repair helicase rad15","DNA repair helicase RAD3","KAF4587595.1","XP_008603350.1",0,1344,0,1362
"GQ602_004289","BBA_10032","DDHD domain-containing protein","DDHD domain-containing protein","KAF4587596.1","XP_008603351.1",0,958,0,958
"GQ602_004290","BBA_08090","ATPase family AAA domain-containing protein 1-A","ATPase protein","KAF4587597.1","XP_008601409.1",0,841,0,793
"GQ602_004291","BBA_08092","ATP synthase beta chain","ATP synthase beta chain","KAF4587598.1","XP_008601411.1",0,971,0,971
"GQ602_004293","BBA_08098","Protein mms22","Mus7/MMS22 family protein","KAF4587600.1","XP_008601417.1",0,956,0,985
"GQ602_004294","BBA_08099","hypothetical protein GQ602_004294","origin recognition complex subunit Orc5","KAF4587601.1","XP_008601418.1",4.31e-161,462,5.91e-166,474
"GQ602_004295","BBA_08100","triose-phosphate transporter","triose-phosphate transporter","KAF4587602.1","XP_008601419.1",0,636,0,630
"GQ602_004296","BBA_04531","splicing factor 3b","spliceosome associated protein","KAF4587603.1","XP_008597850.1",0,618,0,593
"GQ602_004297","BBA_04532","Zinc finger domain-containing protein, PHD-finger","hypothetical protein BBA_04532","KAF4587604.1","XP_008597851.1",0,611,0,600
"GQ602_004298","BBA_04533","hypothetical protein GQ602_004298","hypothetical protein BBA_04533","KAF4587605.1","XP_008597852.1",0,597,0,638
"GQ602_004300","BBA_04536","Histone deacetylase clr3","histone deacetylase","KAF4587607.1","XP_008597855.1",0,1098,0,1113
"GQ602_004301","BBA_04539","Ribosome biogenesis protein BRX1","ribosome biogenesis protein Brx1","KAF4587608.1","XP_008597858.1",2.82e-178,493,0,507
"GQ602_004302","BBA_04540","ras-like protein rab-11b","Ras family protein","KAF4587609.1","XP_008597859.1",8.06e-156,428,5.76e-156,428
"GQ602_004304","BBA_07001","peroxin 14/17","peroxin 14/17","KAF4587611.1","XP_008600320.1",5.57e-87,264,3.55e-84,256
"GQ602_004305","BBA_07000","PAPA-1-like conserved region family protein","PAPA-1-like region family protein","KAF4587612.1","XP_008600319.1",3.37e-68,219,4.48e-57,190
"GQ602_004309","BBA_04461","AvaB protein","vacuolar sorting protein 39 domain 1","KAF4587616.1","XP_008597780.1",0,1395,0,1407
"GQ602_004310","BBA_04462","EKC/KEOPS complex, subunit Gon7","hypothetical protein BBA_04462","KAF4587617.1","XP_008597781.1",6.04e-17,68.2,6.74e-24,85.5
"GQ602_004311","BBA_04463","HbrB-like protein","HbrB-like protein","KAF4587618.1","XP_008597782.1",0,720,0,723
"GQ602_004312","BBA_04464","Adhesion defective protein 1","PTAB protein","KAF4587619.1","XP_008597783.1",0,584,0,592
"GQ602_004313","BBA_04466","fructose-2,6-bisphosphatase","6-phosphofructo-2-kinase","KAF4587620.1","XP_008597785.1",0,789,0,789
"GQ602_004314","BBA_04467","Peptidase A1","eukaryotic aspartyl protease","KAF4587621.1","XP_008597786.1",0,603,0,603
"GQ602_004315","BBA_04469","hypothetical protein GQ602_004315","hypothetical protein BBA_04469","KAF4587622.1","XP_008597788.1",4.67e-37,119,3.37e-37,119
"GQ602_004316","BBA_04470","far upstream element-binding protein 2","KH domain-containing protein","KAF4587623.1","XP_008597789.1",0,566,0,541
"GQ602_004318","BBA_04471","WD repeat protein","WD domain-containing protein","KAF4587625.1","XP_008597790.1",0,1169,0,1194
"GQ602_004319","BBA_04472","mitochondrial S-adenosylmethionine transporter","PET8 protein","KAF4587626.1","XP_008597791.1",4.76e-117,337,6.79e-113,326
"GQ602_004320","BBA_04473","Mitochondrial carrier protein PET8","hypothetical protein BBA_04473","KAF4587627.1","XP_008597792.1",2.76e-22,82.8,1.99e-22,82.8
"GQ602_004321","BBA_04474","hypothetical protein GQ602_004321","hypothetical protein BBA_04474","KAF4587628.1","XP_008597793.1",2.52e-73,218,5.1e-69,207
"GQ602_004322","BBA_04475","RNA polymerase II holoenzyme cyclin-like subunit","C-type cyclin-like Fic1p","KAF4587629.1","XP_008597794.1",2.1e-172,483,1.88e-169,475
"GQ602_004323","BBA_04476","calcium dependent mitochondrial carrier protein","calcium dependent mitochondrial carrier protein","KAF4587630.1","XP_008597795.1",0,731,0,736
"GQ602_004324","BBA_04459","hypothetical protein GQ602_004324","hypothetical protein BBA_04459","KAF4587631.1","XP_008597778.1",1.24e-124,371,1.19e-124,371
"GQ602_004325","BBA_04458","PP-loop family protein","PP-loop family protein","KAF4587632.1","XP_008597777.1",8.48e-142,423,7.99e-140,418
"GQ602_004326","BBA_07059","hypothetical protein GQ602_004326","hypothetical protein BBA_07059","KAF4587633.1","XP_008600378.1",1.54e-49,177,6.95e-51,181
"GQ602_004327","BBA_07057","putative histidine phosphotransferase HPT1p","putative histidine phosphotransferase HPT1p","KAF4587634.1","XP_008600376.1",7.61e-66,196,3.3e-57,174
"GQ602_004328","BBA_01231","DUF3984 domain protein","hypothetical protein BBA_01231","KAF4587635.1","XP_008594550.1",2.6e-88,270,7e-88,268
"GQ602_004330","BBA_01232","elongator complex protein","IKI3 family protein","KAF4587637.1","XP_008594551.1",0,1529,0,1529
"GQ602_004331","BBA_01233","Actin interacting protein 3","actin interacting protein 3","KAF4587638.1","XP_008594552.1",0,1105,0,1089
"GQ602_004332","BBA_01235","General substrate transporter","myo-inositol transporter","KAF4587639.1","XP_008594554.1",0,622,0,622
"GQ602_004333","BBA_01236","major facilitator superfamily","major facilitator superfamily transporter","KAF4587640.1","XP_008594555.1",0,835,0,794
"GQ602_004334","BBA_04295","meiotically up-regulated protein","C2 domain-containing protein","KAF4587641.1","XP_008597614.1",0,1732,0,1740
